"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
146025,"936","Surrey","5212","Northmead Junior School","Academy converter","Academies","Open","Academy Converter","01-09-2018","","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","None","Does not apply","Not applicable","Not applicable",360,"Has Special Classes","16-01-2020","350","175","175","13.4","Supported by a multi-academy trust","ATHENA SCHOOLS TRUST","Linked to a sponsor","Guildford County School","Not applicable","",10068324,"","Not applicable","","23-02-2021","Grange Road","","","Guildford","Surrey","GU2 9ZA","http://www.northmead.surrey.sch.uk","01483529870","Mrs","D","Brown","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","SEN unit","","",15,15,"South East","Guildford","Stoughton","Guildford","(England/Wales) Urban city and town","E10000030",498798,151871,"","Guildford 006","Guildford 006D","","","","","","South-East England and South London","","100062331884","","Not applicable","Not applicable","","","E02006349","E01030489"
146255,"936","Surrey","7061","The Abbey School","Academy special converter","Academies","Open","Academy Converter","01-09-2018","","","Not applicable",11,16,"No boarders","Not applicable","Not applicable","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",104,"Has Special Classes","16-01-2020","108","72","36","34.3","Supported by a multi-academy trust","WEYDON MULTI ACADEMY TRUST","Linked to a sponsor","Weydon Multi Academy Trust","Not applicable","",10080938,"","Not applicable","","19-04-2021","Menin Way","","","Farnham","Surrey","GU9 8DY","www.abbey.surrey.sch.uk","01252725059","Mr","David","Jackson","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","ASD - Autistic Spectrum Disorder","MLD - Moderate Learning Difficulty","","","","","","","","","","","","Not applicable","","","","","South East","Waverley","Farnham Moor Park","South West Surrey","(England/Wales) Urban city and town","E10000030",484990,146252,"","Waverley 004","Waverley 004D","","","","","","South-East England and South London","","100062355107","","Not applicable","Not applicable","","","E02006442","E01030894"
146259,"936","Surrey","2133","Stoughton Infant School","Academy converter","Academies","Open","Academy Converter","01-10-2018","","","Primary",3,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","16-01-2020","315","165","150","9.9","Supported by a multi-academy trust","ATHENA SCHOOLS TRUST","Linked to a sponsor","Guildford County School","Not applicable","",10080939,"","Not applicable","","17-03-2021","Stoughton Road","","","Guildford","Surrey","GU2 9ZT","http://www.stoughton.surrey.sch.uk","01483504172","Mrs","Sarah","Carrington","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","Resourced provision and SEN unit",7,7,7,7,"South East","Guildford","Stoughton","Guildford","(England/Wales) Urban city and town","E10000030",498559,151627,"","Guildford 006","Guildford 006A","","","","","","South-East England and South London","","10007055772","","Not applicable","Not applicable","","","E02006349","E01030485"
146264,"936","Surrey","2041","Meadhurst Primary School","Academy sponsor led","Academies","Open","New Provision","01-12-2018","","","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",690,"Has Special Classes","16-01-2020","528","263","265","15.2","Supported by a multi-academy trust","THE HOWARD PARTNERSHIP TRUST","Linked to a sponsor","The Howard Partnership Trust","Not applicable","",10081172,"","","","10-03-2021","Feltham Hill Road","","","Ashford","","TW15 1LP","https://www.meadhurst.org/","01784253311","Mrs","Amy","Daniels","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","SEN unit","","",20,20,"South East","Spelthorne","Ashford Common","Spelthorne","(England/Wales) Urban major conurbation","E10000030",508850,170834,"","Spelthorne 006","Spelthorne 006C","","","","","","South-East England and South London","United Kingdom","33016623","","Not applicable","Not applicable","","","E02006408","E01030699"
146338,"936","Surrey","6015","Arun Court School","Other independent special school","Special schools","Open","","28-01-2019","","","Not applicable",11,17,"No boarders","Not applicable","Not applicable","Mixed","None","None","Not applicable","Not applicable",20,"Not applicable","16-01-2020","16","11","5","","Not applicable","","Not applicable","","Not applicable","","","","","15-11-2019","06-04-2021","Arun Court","14 High Street","Bramley","Guildford","Surrey","GU5 0HF","","01483894858","Mrs","Beverley-Sarah","White","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not approved","","","","","","","","","","","","","","","","","","","South East","Waverley","Bramley, Busbridge and Hascombe","South West Surrey","(England/Wales) Urban city and town","E10000030",500928,144789,"","Waverley 008","Waverley 008B","Ofsted",16,0,"Beverley White","Good","South-East England and South London","United Kingdom","100062349948","","Not applicable","Not applicable","","","E02006446","E01030865"
146419,"936","Surrey","3012","Ottershaw Christchurch Church of England Junior School","Academy converter","Academies","Open","Academy Converter","01-03-2019","","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",240,"No Special Classes","16-01-2020","228","117","111","9.6","Supported by a multi-academy trust","THE GOOD SHEPHERD TRUST","Linked to a sponsor","The Good Shepherd Trust","Not applicable","",10081934,"","Not applicable","","30-03-2021","Fletcher Road","Ottershaw","","Chertsey","Surrey","KT16 0JY","www.ottershawcofeschools.surrey.sch.uk/","01932872323","Mrs","Joanna","Hastings","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Ottershaw","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",502866,163566,"","Runnymede 008","Runnymede 008D","","","","","","South-East England and South London","","200004028653","","Not applicable","Not applicable","","","E02006400","E01030680"
146420,"936","Surrey","3052","Ottershaw Christ Church Church of England Infant School","Academy converter","Academies","Open","Academy Converter","01-03-2019","","","Primary",3,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",180,"No Special Classes","16-01-2020","200","102","98","10.6","Supported by a multi-academy trust","THE GOOD SHEPHERD TRUST","Linked to a sponsor","The Good Shepherd Trust","Not applicable","",10081933,"","Not applicable","","07-04-2021","Fletcher Close","Ottershaw","","Chertsey","Surrey","KT16 0JT","http://www.ottershawcofeschools.surrey.sch.uk","01932873652","Mrs","Jo","Hastings","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Ottershaw","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",503027,163593,"","Runnymede 008","Runnymede 008D","","","","","","South-East England and South London","","200004040144","","Not applicable","Not applicable","","","E02006400","E01030680"
146438,"936","Surrey","2042","Surrey Hills All Saints Primary School","Academy sponsor led","Academies","Open","New Provision","01-12-2018","","","Primary",4,11,"Not applicable","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Church of England","Diocese of Guildford","Not applicable",300,"No Special Classes","16-01-2020","227","113","114","6.6","Supported by a multi-academy trust","THE GOOD SHEPHERD TRUST","Linked to a sponsor","The Good Shepherd Trust","Not applicable","",10081198,"","","","19-04-2021","School Lane","","Westcott","Dorking","","RH4 3QF","www.surreyhillsprimaryschool.org.uk","01306881136","Mr","Simon","Coles","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Westcott","Mole Valley","(England/Wales) Rural town and fringe","E10000030",514601,148521,"","Mole Valley 012","Mole Valley 012D","","","","","","South-East England and South London","United Kingdom","100062137715","","Not applicable","Not applicable","","","E02006373","E01030558"
146527,"936","Surrey","7001","Unified Academy","Academy special sponsor led","Academies","Open","New Provision","01-01-2019","","","Not applicable",9,16,"No boarders","Not applicable","Not applicable","Boys","Does not apply","Does not apply","Not applicable","Not applicable",120,"Has Special Classes","16-01-2020","85","85","0","65.9","Supported by a multi-academy trust","ORCHARD HILL COLLEGE ACADEMY TRUST","Linked to a sponsor","Orchard Hill College","Not applicable","",10081197,"","","25-04-2019","04-01-2021","Chart Lane South","","","Dorking","","RH5 4DB","https://www.unifiedacademy.org","01737215488","","Laurie","Cornwell","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","","SEN unit","","",86,120,"South East","Mole Valley","Holmwoods","Mole Valley","(England/Wales) Urban city and town","E10000030",529740,152556,"","Mole Valley 011","Mole Valley 011C","","","","","Special Measures","South-East England and South London","United Kingdom","100061421641","","Not applicable","Not applicable","","","E02006372","E01030546"
146573,"936","Surrey","3475","St Cuthbert Mayne Catholic Primary School","Academy converter","Academies","Open","Academy Converter","01-11-2018","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Roman Catholic","Does not apply","Diocese of Arundel and Brighton","Not applicable",210,"No Special Classes","16-01-2020","190","96","94","4.2","Supported by a multi-academy trust","XAVIER CATHOLIC EDUCATION TRUST","-","","Not applicable","",10081687,"","Not applicable","","26-03-2021","St Nicolas Avenue","","","Cranleigh","Surrey","GU6 7AQ","www.stcuthbertmayne.co.uk/","01483274961","Mrs","N","McCarthy","Interim Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Cranleigh East","Guildford","(England/Wales) Urban city and town","E10000030",506271,139268,"","Waverley 013","Waverley 013C","","","","","","South-East England and South London","","200001852063","","Not applicable","Not applicable","","","E02006451","E01030872"
146661,"936","Surrey","2214","St John's Primary School","Academy converter","Academies","Open","Academy Converter","01-02-2019","","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",240,"No Special Classes","16-01-2020","236","119","117","7.2","Supported by a multi-academy trust","GREENSAND MULTI ACADEMY TRUST","-","","Not applicable","",10082383,"","Not applicable","","16-03-2021","Pendleton Road","","","Redhill","Surrey","RH1 6QG","http://www.stjohns-redhill.surrey.sch.uk","01737763804","Mrs","Liz","Wombwell","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Reigate and Banstead","Meadvale & St John's","Reigate","(England/Wales) Urban city and town","E10000030",527256,149385,"","Reigate and Banstead 012","Reigate and Banstead 012A","","","","","","South-East England and South London","","100062471400","","Not applicable","Not applicable","","","E02006386","E01030593"
146682,"936","Surrey","3935","Walton Oak Primary School","Academy converter","Academies","Open","Academy Converter","01-04-2019","","","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",480,"Not applicable","16-01-2020","473","211","262","24.3","Supported by a multi-academy trust","LUMEN LEARNING TRUST","Linked to a sponsor","Lumen Learning Trust","Not applicable","",10082955,"","Not applicable","","30-03-2021","Ambleside Avenue","","","Walton-on-Thames","Surrey","KT12 3LN","www.waltonoakprimary.co.uk","01932259604","Mr","Dan","Sonley","","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Walton North","Esher and Walton","(England/Wales) Urban major conurbation","E10000030",511407,166112,"","Elmbridge 008","Elmbridge 008B","","","","","","South-East England and South London","","10033319618","","Not applicable","Not applicable","","","E02006324","E01030355"
146781,"936","Surrey","2043","St Mark and All Saints Church of England Primary","Academy sponsor led","Academies","Open","New Provision","01-04-2019","","","Primary",3,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Church of England","Church of England","Diocese of Guildford","Not applicable",203,"No Special Classes","16-01-2020","86","41","45","33.3","Supported by a multi-academy trust","THE GOOD SHEPHERD TRUST","Linked to a sponsor","The Good Shepherd Trust","Not applicable","",10082919,"","","","23-02-2021","Franklyn Road","","","Godalming","Surrey","GU7 2LD","www.stmarkallsaints.uk","01483422924","Mrs","Caroline","Mallett","","Not applicable","","","","Not applicable","","","Not applicable","Not applicable","","","","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Godalming Central and Ockford","South West Surrey","(England/Wales) Urban city and town","E10000030",495696,143476,"","Waverley 010","Waverley 010B","","","","","","South-East England and South London","United Kingdom","100062352206","","Not applicable","Not applicable","","","E02006448","E01030915"
