"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","CensusAreaStatisticWard (name)","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)"
125150,"936","Surrey","3042","St Mary's CofE Controlled Primary School, Byfleet","Voluntary controlled school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",455,"No Special Classes","16-01-2020","434","212","222","8.9","Not applicable","","Not applicable","","Not under a federation","",10076739,"","Not applicable","05-03-2019","19-04-2021","Hart Road","Byfleet","","West Byfleet","Surrey","KT14 7NJ","www.stmarys-byfleet.surrey.sch.uk/","01932410300","Mrs","Jacquie","Chambers","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Woking","Byfleet and West Byfleet","Woking","(England/Wales) Urban major conurbation","E10000030",506207,160634,"","Woking 001","Woking 001A","","","","","Good","South-East England and South London","","200000206916","","Not applicable","Not applicable","","","E02006456","E01030946"
125151,"936","Surrey","3044","Powell Corderoy Primary School","Voluntary controlled school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","None","Does not apply","Not applicable","Not applicable",210,"No Special Classes","16-01-2020","210","113","97","8.6","Not applicable","","Not applicable","","Not under a federation","",10078096,"","Not applicable","14-12-2016","25-02-2021","Longfield Road","","","Dorking","Surrey","RH4 3DF","www.powellcorderoy.co.uk/","01306883373","Mrs","Emma McLaughlin /","Mrs Joanna Wilson","Co-Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Dorking South","Mole Valley","(England/Wales) Urban city and town","E10000030",515703,148686,"","Mole Valley 010","Mole Valley 010A","","","","","Good","South-East England and South London","","100062495030","","Not applicable","Not applicable","","","E02006371","E01030535"
125153,"936","Surrey","3050","Bisley CofE Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,11,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",446,"No Special Classes","16-01-2020","387","192","195","9.1","Not applicable","","Not applicable","","Not under a federation","",10076738,"","Not applicable","07-02-2017","25-03-2021","Hawthorn Way","Bisley","","Woking","Surrey","GU24 9DF","http://www.bisley.surrey.sch.uk","01483473341","Mrs","Clare","McConnell","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Bisley & West End","Surrey Heath","(England/Wales) Urban major conurbation","E10000030",495197,159265,"","Surrey Heath 006","Surrey Heath 006A","","","","","Good","South-East England and South London","","10002673615","","Not applicable","Not applicable","","","E02006421","E01030761"
125156,"936","Surrey","3054","Walsh CofE Junior School","Voluntary controlled school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",256,"Has Special Classes","16-01-2020","232","140","92","17.7","Not applicable","","Not applicable","","Not under a federation","",10074216,"","Not applicable","19-09-2018","11-03-2021","Ash Street","","","Ash","Surrey","GU12 6LT","http://www.walsh-junior.surrey.sch.uk","01252329525","Miss","Gillian","West","Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","MLD - Moderate Learning Difficulty","","","","","","","","","","","","","SEN unit","","",15,14,"South East","Guildford","Ash South and Tongham","Surrey Heath","(England/Wales) Urban city and town","E10000030",488979,150285,"","Guildford 014","Guildford 014D","","","","","Requires improvement","South-East England and South London","","100062669132","","Not applicable","Not applicable","","","E02006357","E01030425"
125157,"936","Surrey","3055","St Martin's CofE Aided Infant School, Epsom","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",270,"No Special Classes","16-01-2020","265","133","132","3.8","Not applicable","","Not applicable","","Supported by a federation","St Martin's C of E Voluntary Aided Schools",10079640,"","Not applicable","11-06-2015","04-03-2021","Worple Road","","","Epsom","Surrey","KT18 7AA","http://www.stmartinsepsom.school","01372720337","Mrs","Maggie Down and","Mrs Kate Marchesi","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Epsom and Ewell","Woodcote","Epsom and Ewell","(England/Wales) Urban major conurbation","E10000030",520946,159987,"","Epsom and Ewell 008","Epsom and Ewell 008D","","","","","Outstanding","South-East England and South London","","200004012322","","Not applicable","Not applicable","","","E02006342","E01030419"
125159,"936","Surrey","3060","Witley CofE Controlled Infant School","Voluntary controlled school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",120,"No Special Classes","16-01-2020","82","46","36","8.5","Not applicable","","Not applicable","","Not under a federation","",10079639,"","Not applicable","12-12-2018","01-04-2021","Church Lane","Witley","","Godalming","Surrey","GU8 5PN","www.witleyschool.co/","01428682420","Mrs","Helen","Szczepanski","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Witley and Hambledon","South West Surrey","(England/Wales) Rural village","E10000030",494667,139635,"","Waverley 012","Waverley 012C","","","","","Good","South-East England and South London","","200001291115","","Not applicable","Not applicable","","","E02006450","E01030941"
125160,"936","Surrey","3061","Merrow CofE Controlled Infant School","Voluntary controlled school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",180,"No Special Classes","16-01-2020","162","93","69","10.5","Not applicable","","Not applicable","","Not under a federation","",10079638,"","Not applicable","03-02-2011","24-03-2021","Kingfisher Drive","Merrow","","Guildford","Surrey","GU4 7EA","http://www.merrow.surrey.sch.uk","01483561501","Mrs","Emma","Hooper","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Merrow","Guildford","(England/Wales) Urban city and town","E10000030",502675,151179,"","Guildford 008","Guildford 008D","","","","","Outstanding","South-East England and South London","","100062348534","","Not applicable","Not applicable","","","E02006351","E01030463"
125163,"936","Surrey","3064","St James CofE Primary School","Voluntary controlled school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",450,"No Special Classes","16-01-2020","447","228","219","9.8","Not applicable","","Not applicable","","Not under a federation","",10076737,"","Not applicable","09-10-2019","25-01-2021","Grotto Road","","","Weybridge","Surrey","KT13 8PL","www.stjames-weybridge.surrey.sch.uk/","01932851762","Ms","Linda","Rainbow","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Weybridge Riverside","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",508081,165140,"","Elmbridge 012","Elmbridge 012C","","","","","Good","South-East England and South London","","100062360720","","Not applicable","Not applicable","","","E02006328","E01030373"
125164,"936","Surrey","3313","St John's CofE Aided Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",540,"No Special Classes","16-01-2020","468","226","242","8.5","Not applicable","","Not applicable","","Not under a federation","",10076736,"","Not applicable","18-07-2017","22-04-2021","Markfield Road","","","Caterham","Surrey","CR3 6RN","http://www.stjohns-primary.surrey.sch.uk","01883342009","Mr","Robert","Veale","Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Harestone","East Surrey","(England/Wales) Urban city and town","E10000030",534594,154449,"","Tandridge 004","Tandridge 004C","","","","","Good","South-East England and South London","","100062694431","","Not applicable","Not applicable","","","E02006431","E01030830"
125165,"936","Surrey","3314","St Peter and St Paul CofE Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Southwark","Not applicable",120,"No Special Classes","16-01-2020","76","41","35","9.2","Not applicable","","Not applicable","","Not under a federation","",10079637,"","Not applicable","11-06-2010","22-02-2021","93 Rook Lane","Chaldon","","Caterham","Surrey","CR3 5BN","www.stpeter-stpaul.surrey.sch.uk/","01883343299","Mrs","Rosemary","Villajos Burgess","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Tandridge","Chaldon","East Surrey","(England/Wales) Rural hamlet and isolated dwellings","E10000030",531406,154957,"","Tandridge 005","Tandridge 005A","","","","","Outstanding","South-East England and South London","","100062277409","","Not applicable","Not applicable","","","E02006432","E01030820"
125167,"936","Surrey","3317","Chilworth CofE (Aided) Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","74","38","36","12.2","Not applicable","","Not applicable","","Not under a federation","",10079636,"","Not applicable","23-01-2014","20-04-2021","Dorking Road","Chilworth","","Guildford","Surrey","GU4 8NP","http://www.chilworth.surrey.sch.uk","01483562476","Mrs","Maggie","Mackie","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Tillingbourne","Mole Valley","(England/Wales) Rural village","E10000030",502965,147314,"","Guildford 018","Guildford 018A","","","","","Outstanding","South-East England and South London","","100062348908","","Not applicable","Not applicable","","","E02006361","E01030490"
125168,"936","Surrey","3318","St Lawrence CofE (Aided) Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",210,"No Special Classes","16-01-2020","210","120","90","14.8","Not applicable","","Not applicable","","Not under a federation","",10076735,"","Not applicable","10-07-2018","07-04-2021","Bagshot Road","Chobham","","Woking","Surrey","GU24 8AB","www.stlawrenceprimary.co.uk","01276858336","Mrs","Kate","Chenery","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Surrey Heath","Windlesham & Chobham","Surrey Heath","(England/Wales) Urban city and town","E10000030",497258,161827,"","Surrey Heath 001","Surrey Heath 001B","","","","","Good","South-East England and South London","","100062337995","","Not applicable","Not applicable","","","E02006416","E01030764"
125170,"936","Surrey","3324","St Michael's CofE Aided Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","01-01-1900","","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",84,"No Special Classes","16-01-2020","60","28","32","3.3","Not applicable","","Not applicable","","Not under a federation","",10079635,"","Not applicable","30-11-2016","16-03-2021","School Lane","Mickleham","","Dorking","Surrey","RH5 6EW","www.stmichaels-dorking.surrey.sch.uk","01372373717","Mrs","Paula Bliss/","Mrs Nicola Cleather","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Mickleham, Westhumble and Pixham","Mole Valley","(England/Wales) Rural hamlet and isolated dwellings","E10000030",517290,153703,"","Mole Valley 009","Mole Valley 009D","","","","","Good","South-East England and South London","","100061426708","","Not applicable","Not applicable","","","E02006370","E01030556"
125171,"936","Surrey","3327","St Paul's CofE (Aided) Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",420,"No Special Classes","16-01-2020","421","212","209","7.1","Not applicable","","Not applicable","","Not under a federation","",10076295,"","Not applicable","13-02-2013","06-04-2021","St Paul's Road West","","","Dorking","Surrey","RH4 2HS","http://www.stpaulsschool-dorking.co.uk","01306883547","Mrs","Ann","Alden","Acting Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Mole Valley","Dorking South","Mole Valley","(England/Wales) Urban city and town","E10000030",516826,148995,"","Mole Valley 010","Mole Valley 010C","","","","","Outstanding","South-East England and South London","","200000161182","","Not applicable","Not applicable","","","E02006371","E01030537"
125173,"936","Surrey","3331","St Jude's Church of England Junior School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",240,"Not applicable","16-01-2020","265","138","127","17.7","Not applicable","","Not applicable","","Not under a federation","",10076294,"","Not applicable","23-01-2019","19-04-2021","Bagshot Road","Englefield Green","","Egham","Surrey","TW20 0RU","http://www.stjudes.surrey.sch.uk","01784432180","Mrs","Vicki","Chiverton","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Runnymede","Englefield Green West","Runnymede and Weybridge","(England/Wales) Urban major conurbation","E10000030",499267,170603,"","Runnymede 002","Runnymede 002E","","","","","Good","South-East England and South London","","200004029776","","Not applicable","Not applicable","","","E02006394","E01030675"
125174,"936","Surrey","3333","Thorpe CofE Aided Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"Not applicable","No Nursery Classes","Not applicable","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",210,"No Special Classes","16-01-2020","204","96","108","15.2","Not applicable","","Not applicable","","Not under a federation","",10074296,"","Not applicable","30-01-2019","19-04-2021","The Bence","Rosemary Lane","Thorpe","Egham","Surrey","TW20 8QD","http://www.thorpe.surrey.sch.uk","01932562329","Mrs","Helen","Southgate","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","Not applicable","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Runnymede","Thorpe","Runnymede and Weybridge","(England/Wales) Urban city and town","E10000030",501976,168748,"","Runnymede 004","Runnymede 004C","","","","","Good","South-East England and South London","","100062599664","","Not applicable","Not applicable","","","E02006396","E01030685"
125175,"936","Surrey","3334","Christ Church CofE Aided Infant School, Virginia Water","Voluntary aided school","Local authority maintained schools","Open, but proposed to close","Not applicable","01-01-1900","Result of Amalgamation/Merger","31-08-2021","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","53","31","22","17","Not applicable","","Not applicable","","Not under a federation","",10079634,"","Not applicable","02-10-2019","24-02-2021","Christchurch Road","","","Virginia Water","Surrey","GU25 4PX","http://www.christ-church-infant.surrey.sch.uk","01344842308","Mrs","Vicki","Chiverton","Head of School","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Runnymede","Virginia Water","Runnymede and Weybridge","(England/Wales) Urban city and town","E10000030",498541,168582,"","Runnymede 005","Runnymede 005D","","","","","Good","South-East England and South London","","200004033091","","Not applicable","Not applicable","","","E02006397","E01030692"
125176,"936","Surrey","3335","St James CofE Aided Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",210,"No Special Classes","16-01-2020","206","111","95","8.3","Not applicable","","Not applicable","","Not under a federation","",10076734,"","Not applicable","13-12-2018","24-03-2021","Thursley Road","Elstead","","Godalming","Surrey","GU8 6DH","http://www.st-james-elstead.surrey.sch.uk","01252703248","Mrs","Valerie","Elliott","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Elstead and Thursley","South West Surrey","(England/Wales) Rural town and fringe","E10000030",490392,143147,"","Waverley 011","Waverley 011B","","","","","Good","South-East England and South London","","200001285567","","Not applicable","Not applicable","","","E02006449","E01030878"
125178,"936","Surrey","3340","St Matthew's CofE Aided Infant School, Cobham","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","84","30","54","4.8","Not applicable","","Not applicable","","Not under a federation","",10079633,"","Not applicable","16-10-2013","24-02-2021","Downside","","","Cobham","Surrey","KT11 3NA","http://www.stmatthewsinfantscobham.co.uk","01932863212","Mrs","Katharine","Hutt","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Cobham and Downside","Esher and Walton","(England/Wales) Rural hamlet and isolated dwellings","E10000030",510766,158072,"","Elmbridge 017","Elmbridge 017C","","","","","Outstanding","South-East England and South London","","100062357796","","Not applicable","Not applicable","","","E02006333","E01030302"
125179,"936","Surrey","3341","St Lawrence CofE Aided Junior School, East Molesey","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",330,"No Special Classes","16-01-2020","286","144","142","3.8","Not applicable","","Not applicable","","Not under a federation","",10076293,"","Not applicable","02-05-2018","01-03-2021","Church Road","","","East Molesey","Surrey","KT8 9DR","www.stlawrence-junior.surrey.sch.uk","02089410846","Mr","Damian","Tucker","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Molesey East","Esher and Walton","(England/Wales) Urban major conurbation","E10000030",514507,168507,"","Elmbridge 002","Elmbridge 002D","","","","","Good","South-East England and South London","","100062373497","","Not applicable","Not applicable","","","E02006318","E01030329"
125180,"936","Surrey","3343","Long Ditton St Mary's CofE (Aided) Junior School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",270,"No Special Classes","16-01-2020","224","123","101","8","Not applicable","","Not applicable","","Not under a federation","",10076292,"","Not applicable","25-05-2017","08-04-2021","Sugden Road","Long Ditton","","Surbiton","Surrey","KT7 0AD","www.longdittonstmarysschool.co.uk/","02083981070","Mrs","Sarah","Martin","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Elmbridge","Long Ditton","Esher and Walton","(England/Wales) Urban major conurbation","E10000030",516903,166355,"","Elmbridge 006","Elmbridge 006D","","","","","Good","South-East England and South London","","100062372179","","Not applicable","Not applicable","","","E02006322","E01030325"
125181,"936","Surrey","3344","Ewhurst CofE Aided Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",78,"No Special Classes","16-01-2020","60","28","32","3.3","Not applicable","","Not applicable","","Not under a federation","",10079632,"","Not applicable","04-12-2009","09-03-2021","The Street","","","Ewhurst","Surrey","GU6 7PX","www.ewhurst.surrey.sch.uk/","01483277291","Mrs","Jane","Dyer","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Ewhurst","Guildford","(England/Wales) Rural town and fringe","E10000030",509034,140447,"","Waverley 015","Waverley 015E","","","","","Outstanding","South-East England and South London","","100062350645","","Not applicable","Not applicable","","","E02006453","E01030880"
125182,"936","Surrey","3345","St Peter's CofE Primary School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",436,"Not applicable","16-01-2020","395","197","198","7.6","Not applicable","","Not applicable","","Not under a federation","",10076733,"","Not applicable","17-10-2018","20-04-2021","Little Green Lane","Wrecclesham","","Farnham","Surrey","GU9 8TF","http://www.stpeters-farnham.surrey.sch.uk","01252714115","Mrs","Sarah","Dunning","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Farnham Shortheath and Boundstone","South West Surrey","(England/Wales) Urban city and town","E10000030",483069,144997,"","Waverley 006","Waverley 006E","","","","","Good","South-East England and South London","","200001290317","","Not applicable","Not applicable","","","E02006444","E01030897"
125183,"936","Surrey","3346","St Mary's CofE Aided Infant School, Frensham","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","90","51","39","0","Not applicable","","Not applicable","","Not under a federation","",10079631,"","Not applicable","24-09-2019","18-03-2021","Frensham Road","Frensham","","Farnham","Surrey","GU10 3DS","www.stmarys-frensham.surrey.sch.uk","01252792406","Mrs","Jennifer","Downing","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Frensham, Dockenfield and Tilford","South West Surrey","(England/Wales) Rural village","E10000030",484720,141448,"","Waverley 018","Waverley 018B","","","","","Good","South-East England and South London","","200001532942","","Not applicable","Not applicable","","","E02006839","E01030909"
125184,"936","Surrey","3347","St John's CofE Aided Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","75","43","32","4","Not applicable","","Not applicable","","Not under a federation","",10079630,"","Not applicable","10-06-2010","09-03-2021","Barford Lane","Churt","","Farnham","Surrey","GU10 2JE","www.stjohns-farnham.surrey.sch.uk","01428713216","Mrs","Marion","Stevens","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Frensham, Dockenfield and Tilford","South West Surrey","(England/Wales) Rural village","E10000030",485506,138189,"","Waverley 018","Waverley 018C","","","","","Outstanding","South-East England and South London","","200003086184","","Not applicable","Not applicable","","","E02006839","E01030910"
125186,"936","Surrey","3350","Busbridge CofE Aided Junior School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",240,"No Special Classes","16-01-2020","240","125","115","3.3","Not applicable","","Not applicable","","Not under a federation","",10061861,"","Not applicable","19-06-2018","07-04-2021","Brighton Road","","","Godalming","Surrey","GU7 1XA","http://www.busbridge-junior.surrey.sch.uk","01483417302","Mr","Richard","Catchpole","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Waverley","Godalming Holloway","South West Surrey","(England/Wales) Urban city and town","E10000030",497887,142929,"","Waverley 010","Waverley 010C","","","","","Good","South-East England and South London","","100062351726","","Not applicable","Not applicable","","","E02006448","E01030923"
125189,"936","Surrey","3357","St Nicolas CofE Aided Infant School","Voluntary aided school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Church of England","Does not apply","Diocese of Guildford","Not applicable",90,"No Special Classes","16-01-2020","90","53","37","4.5","Not applicable","","Not applicable","","Not under a federation","",10079629,"","Not applicable","12-06-2019","07-04-2021","Portsmouth Road","","","Guildford","Surrey","GU2 4YD","www.st-nicolas-guildford.com/","01483561639","Mrs","Emma","Smart","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Guildford","Friary and St Nicolas","Guildford","(England/Wales) Urban city and town","E10000030",499241,149046,"","Guildford 016","Guildford 016A","","","","","Good","South-East England and South London","","200002884498","","Not applicable","Not applicable","","","E02006359","E01030448"
