la_key,year_key,nc_key,admission_numbers,applications_received,online_applications,no_of_preferences,first_preference_offers,second_preference_offers,third_preference_offers,preferred_school_offer,non_preferred_offer,no_offer,schools_in_la_offer,schools_in_another_la_offer
50,2017,8,8991,8321,7200,5,7103,667,198,8060,261,0,7896,425
51,2017,8,4206,3448,2176,5,3282,89,16,3389,59,0,3430,56
8,2017,8,2299,1886,1726,3,1662,169,14,1845,39,2,1852,60
9,2017,8,2399,2079,1598,4,1830,143,39,2016,63,0,2032,47
10,2017,8,1795,1701,1387,3,1544,87,11,1642,48,11,1611,101
11,2017,8,1843,1412,1303,3,1240,81,26,1347,21,44,1417,14
12,2017,8,3215,2741,2572,3,2480,165,26,2671,0,70,2580,91
111,2017,8,2385,1696,1639,3,1523,106,16,1645,45,6,1674,16
112,2017,8,4185,4239,4150,3,3141,510,189,3841,398,0,3672,567
113,2017,8,2425,2160,1992,3,1993,131,6,2130,27,3,2094,63
114,2017,8,3017,2824,2726,3,2467,214,69,2750,74,0,2391,433
1,2017,8,1193,1140,908,3,1053,63,5,1121,19,0,1146,6
2,2017,8,1627,1745,952,3,1464,170,43,1677,67,1,1526,241
3,2017,8,2009,1479,1311,3,1402,39,14,1455,22,2,1475,29
4,2017,8,2391,2200,1910,3,1959,154,42,2155,34,11,2157,57
38,2017,8,2910,2981,2613,3,2448,279,66,2793,186,2,2741,238
39,2017,8,4097,3137,2436,3,3012,76,8,3096,39,2,2901,234
40,2017,8,2003,1693,1408,3,1588,65,15,1668,25,0,1594,99
41,2017,8,2229,1901,1471,3,1740,98,14,1852,49,0,1821,92
52,2017,8,7651,5759,5479,5,5336,231,60,5633,125,1,5636,300
42,2017,8,1887,1857,1785,5,1715,78,19,1820,1,36,1757,64
80,2017,8,3007,2959,2432,3,2417,305,94,2816,142,1,2806,153
83,2017,8,1296,974,694,3,943,19,1,963,2,9,961,4
84,2017,10,2343,1876,1772,3,1809,52,1,1862,9,5,1761,110
103,2017,8,6464,5756,5564,6,4334,696,289,5508,248,0,5235,550
98,2017,8,3390,3346,3159,4,2826,247,96,3237,107,2,3100,244
58,2017,8,8808,7599,7579,3,7277,215,28,7521,40,38,7030,534
54,2017,8,3223,2912,2192,4,2327,265,113,2727,175,10,2876,168
125,2017,8,3376,2716,2563,3,2535,90,14,2639,33,44,2449,223
118,2017,8,1349,1285,1065,3,1151,91,12,1254,31,0,1089,196
117,2017,8,1965,1614,1349,3,1377,131,40,1559,8,47,1495,72
6,2017,8,5995,4842,4482,3,4627,122,22,4771,67,4,4652,202
5,2017,8,1265,1122,946,3,940,58,32,1030,92,0,1106,16
104,2017,8,5596,5027,4808,3,4371,320,90,4781,243,3,4785,240
99,2017,8,2565,2343,2256,3,1962,164,74,2200,143,0,2305,38
105,2017,8,15274,13426,12857,3,12544,579,99,13222,204,0,12564,862
100,2017,8,2125,1932,1658,3,1851,61,5,1917,15,0,1749,183
101,2017,8,2496,2234,2209,3,2008,137,32,2177,56,1,2069,247
59,2017,8,7504,6559,6229,3,6129,248,35,6412,0,147,6125,287
55,2017,8,3754,4160,4160,3,3474,356,91,3921,239,0,3615,545
56,2017,8,570,350,318,3,329,12,1,342,7,1,319,30
75,2017,8,8553,7251,6578,3,6542,469,103,7118,133,0,6719,655
66,2017,8,2842,2843,2070,3,2555,181,30,2766,77,0,2461,439
121,2017,8,5820,4610,4254,3,4412,140,18,4570,40,0,4252,358
119,2017,8,2514,2361,2211,3,2176,131,19,2326,35,0,2135,386
92,2017,8,1347,1250,1159,3,1080,108,34,1222,27,1,1097,152
96,2017,8,1414,1236,1107,6,950,149,31,1145,38,53,951,232
93,2017,8,2123,1655,1500,3,1502,92,26,1620,35,0,1590,65
94,2017,8,1584,1765,1144,4,1379,225,77,1699,65,1,1131,633
95,2017,8,2415,2163,1987,6,1488,273,135,2032,131,0,1842,321
97,2017,8,2132,1942,1816,4,1694,149,34,1889,51,2,1658,282
85,2017,8,6577,5923,5686,3,5479,268,45,5792,127,4,5595,324
79,2017,8,2844,2347,2310,3,2009,245,39,2293,49,5,2233,109
14,2017,8,1749,1500,1302,3,1403,68,7,1478,22,0,1474,51
15,2017,8,2567,2321,2267,3,2073,160,29,2262,58,1,2296,67
124,2017,8,8137,7332,6938,3,7006,211,17,7234,96,2,7045,498
115,2017,8,2970,2606,2397,3,2401,150,33,2584,22,0,2476,130
116,2017,8,1651,1205,1059,3,1062,99,17,1178,23,4,1156,45
86,2017,8,16541,15333,14917,6,13420,1044,324,15040,293,0,14311,1023
81,2017,8,2301,1920,1665,5,1463,167,92,1784,136,0,1683,237
82,2017,8,1981,2161,1956,6,1553,252,91,1979,130,52,1822,287
64,2017,8,1866,1670,1324,3,1602,40,2,1644,0,26,1568,76
77,2017,8,3891,3326,3221,3,3071,138,28,3237,79,10,2995,321
106,2017,8,18245,16698,15227,4,13449,1856,587,16082,615,1,16248,449
91,2017,8,3462,3170,3094,6,2501,371,114,3024,146,0,3050,120
36,2017,8,15000,12843,12299,3,11200,877,269,12346,476,21,12377,445
16,2017,8,2137,1945,1722,3,1573,202,74,1849,96,0,1801,144
17,2017,8,1385,1414,1180,3,1176,135,45,1356,58,0,1199,254
62,2017,8,9517,8374,8374,4,7805,344,42,8206,168,0,7805,569
57,2017,8,3070,3256,2830,4,2578,337,120,3077,171,8,2777,475
67,2017,8,3302,2657,2577,3,2545,85,7,2637,20,0,2502,155
65,2017,8,2079,1984,1984,4,1670,174,45,1901,83,0,1838,146
18,2017,8,4334,3847,3624,3,3604,144,12,3760,83,4,3670,173
19,2017,8,4062,3424,3326,3,3208,137,21,3366,56,2,3199,223
120,2017,8,6345,5393,5246,3,5249,74,9,5332,56,5,5282,106
35,2017,8,6274,4780,4304,3,4465,182,35,4682,95,3,4768,9
126,2017,8,7285,6266,5825,5,5461,393,104,6011,227,28,6074,200
87,2017,8,14928,13040,12927,4,10224,1343,483,12348,674,18,12596,426
102,2017,8,1583,1196,1088,3,1072,96,4,1172,24,0,1198,0
60,2017,8,9000,7479,7198,3,6687,506,88,7281,198,0,7167,312
88,2017,8,9842,8233,7175,3,7818,261,21,8100,126,7,8084,151
61,2017,8,9027,7848,7652,3,6408,879,229,7516,330,2,7532,314
7,2017,10,2250,1578,1372,3,1550,18,0,1568,0,10,1558,10
107,2017,8,7533,6522,6268,3,5770,439,101,6310,212,0,6333,189
127,2017,8,4640,4518,4260,3,4170,192,25,4387,84,47,4096,375
89,2017,8,8409,6889,6390,3,6424,250,60,6734,152,3,6728,158
108,2017,8,11738,11365,11001,6,9485,847,311,10808,521,36,10623,706
76,2017,8,6655,5869,5186,6,4725,615,196,5615,198,56,5608,218
109,2017,8,9065,8215,8004,3,7486,445,142,8073,133,9,8040,166
129,2016,1,60,34,34,6,29,5,0,34,0,0,18,16
130,2016,1,1777,1690,1631,6,1362,131,66,1612,78,0,1509,181
152,2016,1,3858,3703,3407,6,3102,265,105,3569,132,2,3412,289
131,2016,1,3185,2712,2492,6,2289,213,77,2619,0,93,2450,169
132,2016,1,1708,1524,1421,6,1095,177,93,1447,77,0,1414,110
134,2016,1,2187,2066,2066,6,1663,196,68,1985,0,81,1771,214
135,2016,1,1115,835,784,6,570,95,41,750,85,0,747,88
136,2016,1,3620,2968,2908,6,2489,238,81,2896,72,0,2721,247
137,2016,1,3919,3838,3773,6,3097,338,138,3676,0,162,3358,318
139,2016,1,3991,3332,3320,6,2835,278,94,3262,70,0,3114,218
140,2016,1,3710,3440,2236,6,2999,246,72,3363,77,0,3356,84
141,2016,1,3374,3233,2829,6,2488,248,167,3073,160,0,3038,195
142,2016,1,1812,1313,1188,6,1082,116,49,1273,40,0,1186,127
144,2016,1,3988,3745,3652,6,3365,189,63,3655,90,0,3524,221
145,2016,1,4889,4555,4548,6,3591,421,171,4328,227,0,4220,339
146,2016,1,3404,3095,2765,6,2729,203,61,3033,62,0,2942,153
147,2016,1,4069,3916,3792,6,3184,352,134,3748,167,1,3502,413
148,2016,1,4296,4036,3929,6,3324,334,143,3908,127,1,3874,161
149,2016,1,5635,4979,4952,6,4231,435,123,4875,104,0,4652,327
150,2016,1,4830,4370,3967,6,3734,297,133,4249,93,28,4085,257
151,2016,1,4954,4510,4250,6,3949,285,107,4400,109,1,4280,229
133,2016,1,3350,2836,2503,6,2474,191,62,2777,59,0,2655,181
153,2016,1,3390,3174,3151,6,2538,287,132,3051,123,0,2951,223
154,2016,1,3483,3133,3133,6,2748,195,74,3068,65,0,3034,99
155,2016,1,4541,4096,3786,6,3508,308,100,4013,80,3,3896,197
156,2016,1,3546,3635,3622,6,2931,359,140,3536,99,0,3318,317
157,2016,1,2037,1990,1886,6,1656,126,59,1888,99,3,1912,81
158,2016,1,2790,2728,2490,6,2195,189,77,2557,161,10,2501,217
138,2016,1,5355,4773,2985,6,4277,291,78,4685,88,0,4673,105
159,2016,1,4489,4147,4128,6,3472,306,106,3992,140,15,3991,141
160,2016,1,2648,2393,2314,6,1988,156,91,2304,68,21,2344,36
161,2016,1,2632,2711,2597,6,2256,224,61,2600,107,4,2469,238
162,2016,1,3960,3580,3182,6,3059,278,82,3480,99,1,3464,115
68,2016,1,16457,16000,12532,3,13686,1085,400,15171,801,28,15505,467
69,2016,1,4915,4479,2918,3,4052,274,60,4386,93,0,4413,66
70,2016,1,4109,3862,3507,5,3412,255,64,3754,105,3,3735,144
71,2016,1,5010,4525,4331,6,4053,235,46,4351,171,3,4280,243
72,2016,1,2833,2662,2560,4,2358,158,41,2567,87,8,2580,74
73,2016,1,3847,3456,3405,3,3110,176,49,3335,116,5,3304,147
74,2016,1,3655,3515,2711,5,3021,240,63,3340,175,0,3365,150
30,2016,1,1990,1855,829,3,1660,105,23,1788,67,0,1629,227
31,2016,1,5726,5358,4654,3,4716,315,95,5126,232,0,5161,197
32,2016,1,2275,2077,1645,3,1860,126,38,2024,52,1,2010,66
33,2016,1,3215,2835,2385,3,2600,143,34,2777,54,4,2769,62
34,2016,1,4005,3872,3523,3,3374,222,86,3682,190,0,3860,12
20,2016,1,4350,3789,3222,3,3259,244,104,3611,178,0,3741,59
21,2016,1,2338,2336,2024,3,2075,145,30,2250,66,20,2200,129
22,2016,1,7500,6932,5281,6,6133,377,131,6683,249,0,6605,327
23,2016,1,3725,3023,3019,6,2851,91,21,2968,55,0,3028,40
24,2016,1,3192,2980,2466,3,2653,167,39,2859,117,4,2915,61
25,2016,1,3414,3045,2452,6,2737,157,41,2942,101,2,2988,72
26,2016,1,5377,3452,3413,6,3062,181,58,3341,109,2,3400,50
27,2016,1,3190,2873,2864,6,2548,170,53,2781,92,0,2808,65
28,2016,1,3045,2995,2711,5,2545,212,69,2873,122,0,2948,47
29,2016,1,3967,3718,2156,3,3333,207,61,3601,109,8,3631,79
43,2016,1,3089,2790,2243,3,2501,161,30,2692,98,0,2753,37
44,2016,1,4274,3237,2884,3,3116,68,5,3189,48,0,3201,36
45,2016,1,3689,3238,2168,3,2929,180,38,3147,91,0,3203,35
46,2016,1,6778,6392,3774,3,5760,363,110,6233,159,0,6312,80
47,2016,1,8322,7724,6057,5,6847,473,143,7557,166,1,7520,203
48,2016,1,2983,2566,2562,5,2290,137,37,2483,83,0,2551,15
49,2016,1,5909,5316,5300,3,4779,313,94,5186,126,4,5249,92
50,2016,1,10549,9956,7775,5,8689,648,201,9667,289,0,9898,58
51,2016,1,4376,3773,2223,3,3511,146,31,3688,83,2,3766,37
8,2016,1,2499,2077,1829,3,1947,85,13,2045,31,1,2088,23
9,2016,1,3398,3115,2506,4,2667,209,70,2979,136,0,3036,79
10,2016,1,2540,2182,1915,3,2024,84,23,2131,49,2,2259,49
11,2016,1,1786,1619,1499,3,1463,66,19,1548,9,62,1583,26
12,2016,1,3404,2956,2765,3,2690,155,28,2873,0,83,2844,29
111,2016,1,2168,1802,1711,3,1675,73,19,1767,34,1,1744,57
112,2016,1,5928,5565,5299,3,4782,379,159,5320,245,0,5374,191
113,2016,1,2639,2404,2227,3,2129,157,44,2330,73,1,2359,44
114,2016,1,3751,3223,3015,3,2989,159,34,3182,40,1,3171,51
1,2016,1,1264,1160,917,3,1114,34,7,1155,5,0,1166,12
2,2016,1,2039,1965,908,3,1850,63,11,1924,41,0,1895,74
3,2016,1,1949,1647,1406,3,1604,16,3,1623,14,10,1621,25
4,2016,1,2774,2446,2010,3,2311,74,19,2404,40,2,2425,21
38,2016,1,3650,3666,1244,3,3207,207,69,3484,182,0,3520,146
39,2016,1,4077,3388,2619,3,3249,83,11,3343,45,0,3352,36
40,2016,1,2154,1829,916,3,1684,86,15,1785,44,0,1823,6
41,2016,1,2174,1922,1431,3,1814,52,18,1884,38,0,1909,13
52,2016,1,7348,5961,5654,5,5581,192,29,5814,147,0,5895,79
42,2016,1,2131,1958,1776,5,1853,71,10,1935,2,21,1919,20
80,2016,1,3522,3228,2455,3,2976,158,48,3182,42,4,3119,105
83,2016,1,2389,2179,1690,4,1954,150,39,2151,23,5,2142,32
84,2016,1,4119,3404,3043,3,3167,131,24,3322,70,12,3277,115
103,2016,1,6850,6335,6013,4,5491,440,163,6143,189,3,6205,127
98,2016,1,4197,3930,3582,4,3487,234,85,3855,75,0,3794,136
58,2016,1,9688,8129,8105,3,7544,339,75,7958,62,109,7845,177
54,2016,1,3634,3278,2553,3,2818,243,59,3121,150,7,3215,89
125,2016,1,4551,3926,3691,3,3564,181,51,3796,112,18,3829,80
118,2016,1,1800,1697,1365,3,1476,125,32,1633,61,3,1601,96
117,2016,1,2156,2111,1792,4,1606,217,120,2057,45,9,2042,60
6,2016,1,6536,5334,4693,3,4986,220,36,5242,91,1,5226,107
5,2016,1,1346,1240,858,5,1131,75,13,1224,15,1,1215,24
104,2016,1,6099,5498,5281,3,4798,372,87,5257,137,104,5382,63
99,2016,1,3060,2666,2570,3,2356,195,56,2607,59,0,2653,14
105,2016,1,16441,15426,14591,3,13714,1015,280,15009,414,3,15251,172
100,2016,1,2475,2425,2140,6,2068,194,47,2326,99,0,2372,53
101,2016,1,3120,3032,3006,3,2564,245,78,2887,130,15,2944,73
59,2016,1,8213,7454,7161,3,6845,337,75,7257,0,197,7143,114
55,2016,1,4819,4647,4647,3,4006,299,111,4416,231,0,4430,217
56,2016,1,471,358,322,3,330,21,1,352,3,3,347,8
75,2016,1,10393,9108,7908,3,8447,398,95,8941,167,0,8893,219
66,2016,1,3405,3339,2049,3,3062,143,29,3234,105,0,3158,211
121,2016,1,6302,5328,4729,3,4885,262,68,5215,113,0,5224,104
119,2016,1,3110,2945,2352,3,2672,164,45,2881,61,3,2881,61
92,2016,1,1595,1547,1469,3,1304,150,52,1506,41,0,1484,63
96,2016,1,1767,1674,1543,6,1324,163,58,1579,91,4,1613,57
93,2016,1,2099,1865,1720,3,1664,135,34,1833,31,1,1786,78
94,2016,1,2110,2210,1426,4,1747,201,86,2088,119,3,1981,226
95,2016,1,2502,2397,1933,3,2034,200,76,2310,87,0,2293,104
97,2016,1,2227,2136,1759,4,1821,193,54,2086,48,2,2101,33
85,2016,1,8235,7189,6722,3,6561,373,82,7016,169,4,7116,69
79,2016,1,3202,2863,2845,3,2509,200,58,2767,92,4,2831,29
14,2016,1,1644,1522,1298,3,1315,96,40,1451,63,8,1452,69
15,2016,1,2735,2513,2433,3,2284,129,37,2450,63,0,2493,20
124,2016,1,9430,7681,7263,3,7273,261,38,7572,109,0,7628,53
115,2016,1,3333,3076,2828,3,2753,188,55,2996,80,0,3011,65
116,2016,1,1607,1400,1201,3,1233,109,26,1368,31,1,1365,34
86,2016,1,17776,16686,15914,4,14584,1113,394,16216,432,38,16439,209
81,2016,1,2302,2148,1850,3,1886,160,35,2081,67,0,2104,44
82,2016,1,2577,2376,2198,4,2038,171,46,2270,105,1,2316,59
64,2016,1,2169,1791,1534,3,1701,54,11,1766,0,25,1738,28
77,2016,1,6885,6518,6211,3,5726,384,128,6241,265,12,6344,162
106,2016,1,19350,18006,17386,3,15706,1230,466,17402,604,0,17886,120
91,2016,1,3690,3525,3226,6,3070,223,61,3383,142,0,3441,84
36,2016,1,15000,13441,12765,3,12080,785,246,13111,318,12,13258,171
16,2016,1,2394,2158,1775,3,1845,159,73,2077,81,0,2068,90
17,2016,1,1888,1634,1344,3,1447,106,31,1584,50,0,1578,56
62,2016,1,10369,9271,9271,4,8481,417,136,9064,207,0,9078,193
57,2016,1,4089,3846,3447,6,3329,238,75,3694,150,2,3638,206
67,2016,1,3326,2869,2829,3,2691,84,24,2799,70,0,2798,71
65,2016,1,2423,2202,1492,3,1990,124,24,2138,64,0,2176,26
18,2016,1,4477,4141,3892,3,3663,278,73,4014,124,3,4057,81
19,2016,1,4361,3748,3599,3,3397,227,55,3679,67,2,3705,41
120,2016,1,6739,5497,5138,3,5089,207,44,5340,157,0,5480,17
35,2016,1,6494,4604,3429,3,4439,94,20,4553,51,0,4598,6
126,2016,1,7395,6987,6610,5,6121,426,143,6760,212,15,6871,102
87,2016,1,15306,14941,14776,4,12317,1176,450,14168,31,742,13973,228
102,2016,1,1553,1266,1153,3,1195,49,6,1250,16,0,1270,2
60,2016,1,8947,7807,7682,3,7211,341,93,7645,162,0,7727,80
88,2016,1,10523,9534,8152,3,8764,411,85,9260,263,11,9436,101
61,2016,1,10474,9067,8762,3,8199,530,127,8856,210,1,8968,98
7,2016,1,3943,3231,2731,3,3061,69,21,3151,0,80,3138,13
107,2016,1,8677,7356,6539,3,6727,390,93,7210,144,2,7279,75
127,2016,1,6189,5825,5413,3,5380,248,52,5680,126,19,5724,82
89,2016,1,8931,7773,6077,3,7056,408,116,7580,193,0,7677,96
108,2016,1,14087,13859,13346,4,11394,1161,443,13193,630,36,13559,264
76,2016,1,7013,6287,5679,6,5692,337,81,6132,14,141,6046,102
109,2016,1,10235,9482,9295,3,8326,668,239,9235,244,3,9385,94
129,2016,8,0,22,21,6,16,3,1,20,2,0,0,22
130,2016,8,1717,1537,1503,6,1114,229,69,1455,46,36,1105,396
152,2016,8,2734,2962,2740,6,1913,429,201,2731,231,0,2100,862
131,2016,8,2421,2483,2317,6,1676,356,212,2366,0,117,2005,361
132,2016,8,1563,1284,1222,6,668,182,110,1076,208,0,938,346
134,2016,8,1635,1629,1627,6,1187,224,89,1561,0,68,1094,467
135,2016,8,960,723,676,6,424,101,60,621,102,0,487,236
136,2016,8,2590,2558,49,6,1481,452,253,2372,186,0,1790,768
137,2016,8,2568,3040,3012,6,1811,520,233,2796,0,244,1907,889
139,2016,8,3016,2823,2812,6,1666,495,254,2606,217,0,2238,585
140,2016,8,3116,2987,1289,6,2246,393,151,2882,0,105,2700,182
141,2016,8,2207,2057,1822,6,1202,381,176,1911,146,0,1515,542
142,2016,8,1663,1190,1090,6,635,229,89,1051,125,14,871,305
144,2016,8,2829,3050,3004,6,2070,398,196,2836,214,0,2512,538
145,2016,8,4379,3765,3757,6,2642,454,222,3493,272,0,3007,766
146,2016,8,3395,2756,2578,6,2099,381,132,2691,59,6,2243,507
147,2016,8,3309,3440,3286,6,2184,488,264,3126,314,0,2492,948
148,2016,8,3851,3492,3356,6,2433,500,199,3327,159,6,2857,629
149,2016,8,4454,4256,4240,6,2857,685,286,4053,203,0,3181,1075
150,2016,8,3321,3778,3404,6,2444,534,218,3477,174,127,2822,829
151,2016,8,4121,4128,3814,6,3004,541,231,3954,174,0,3445,683
133,2016,8,2604,2503,2210,6,1927,261,130,2407,96,0,2006,497
153,2016,8,2560,2676,2656,6,1880,358,158,2549,127,0,1944,732
154,2016,8,3328,2893,2893,6,2364,278,103,2817,76,0,2620,273
155,2016,8,3576,3280,3157,6,2333,465,172,3165,115,0,2781,499
156,2016,8,2887,2894,2878,6,1851,394,201,2671,223,0,2298,596
157,2016,8,1921,1700,1617,6,1297,228,87,1657,43,0,1359,346
158,2016,8,1699,2054,1868,6,1335,349,139,1960,94,0,1258,800
138,2016,8,4411,4234,2372,6,3029,666,223,4046,188,0,4018,217
159,2016,8,3959,3613,3602,6,2499,500,196,3406,206,1,3167,445
160,2016,8,1869,1796,1730,6,1215,221,125,1673,70,53,1462,281
161,2016,8,3084,2238,2172,6,1783,252,80,2183,41,14,1944,280
162,2016,8,2950,2835,2397,6,2355,277,79,2766,68,1,2401,433
68,2016,8,13944,14465,11835,6,9981,1818,904,13507,948,10,12868,1587
69,2016,8,4330,3704,2672,3,3118,305,129,3552,151,1,3575,128
70,2016,8,3818,3383,3123,6,2869,317,76,3287,95,1,3105,335
71,2016,8,4181,3976,3839,6,2997,428,178,3733,240,3,3403,570
72,2016,8,3349,2411,2325,5,1954,242,80,2343,64,4,2146,261
73,2016,8,3733,3036,2994,5,2345,360,126,2892,135,9,2606,422
74,2016,8,3052,2969,2491,5,2310,285,106,2768,155,46,2623,301
30,2016,8,1360,1699,811,3,1397,156,61,1614,85,0,1010,694
31,2016,8,5211,4367,3949,3,3123,611,259,3993,374,0,4140,227
32,2016,8,2012,1882,1564,3,1770,72,15,1857,25,0,1671,213
33,2016,8,3545,2623,2146,3,2419,154,21,2594,29,0,2565,106
34,2016,8,4064,3288,3036,3,2807,290,77,3174,114,0,3237,89
20,2016,8,3809,3369,2869,3,2808,304,109,3221,148,0,3266,103
21,2016,8,2355,2241,1836,3,1889,196,45,2134,100,7,2067,187
22,2016,8,5670,5804,5044,6,4437,630,264,5413,391,0,4959,845
23,2016,8,3438,2963,2960,6,2386,283,109,2806,155,2,2858,158
24,2016,8,2729,2525,2270,4,2338,103,17,2466,58,1,2320,204
25,2016,8,2453,2456,2007,6,2016,190,46,2264,183,9,2169,278
26,2016,8,3080,3065,2999,6,2605,253,54,2934,130,1,2780,284
27,2016,8,2806,2455,2427,6,2150,179,39,2378,77,0,2277,178
28,2016,8,3214,2808,2388,6,2254,338,101,2761,47,0,2711,178
29,2016,8,3854,3445,3134,3,3279,133,13,3425,18,2,3243,200
43,2016,8,2520,2308,1921,3,2196,75,9,2280,28,0,2079,229
44,2016,8,3763,2891,2490,3,2761,87,9,2857,32,2,2789,100
45,2016,8,3480,2901,1984,3,2795,73,10,2878,23,0,2882,19
46,2016,8,5727,5877,3453,3,5124,403,117,5644,233,0,5604,273
47,2016,8,7400,7371,5323,5,5308,867,377,6886,479,6,6644,721
48,2016,8,2837,2395,2387,5,1934,235,88,2299,94,2,2348,81
49,2016,8,4780,4589,4503,3,3931,390,111,4432,156,1,4259,369
50,2016,8,8615,8060,6371,5,6743,718,211,7743,317,0,7684,376
51,2016,8,4199,3281,1869,3,3081,112,22,3215,62,4,3254,40
8,2016,8,2244,1882,1649,3,1559,133,6,1698,181,3,1836,68
9,2016,8,2299,1931,1592,4,1672,130,34,1843,81,7,1872,52
10,2016,8,1859,1513,1247,3,1452,33,3,1488,15,10,1562,97
11,2016,8,1828,1426,1277,3,1277,87,25,1389,14,23,1442,13
12,2016,8,3230,2603,2375,3,2451,106,14,2571,0,32,2466,105
111,2016,8,2545,1625,1493,3,1531,58,6,1595,27,3,1599,23
112,2016,8,4068,4035,3905,3,3120,435,174,3729,306,0,3523,512
113,2016,8,2484,2110,1950,3,1936,122,19,2077,30,3,2055,52
114,2016,8,3003,2854,2723,3,2587,198,37,2822,28,4,2383,467
1,2016,8,1159,1067,847,3,979,75,9,1063,4,0,1095,5
2,2016,8,1627,1694,831,3,1405,188,46,1639,54,1,1467,246
3,2016,8,1918,1396,1197,3,1303,58,6,1367,26,3,1402,30
4,2016,8,2363,2078,1679,3,1951,79,19,2049,27,2,2080,32
38,2016,8,2810,2849,774,3,2309,306,91,2706,142,1,2682,273
39,2016,8,4167,3219,2593,3,3116,66,12,3194,23,2,2968,249
40,2016,8,2003,1734,1165,3,1588,106,12,1706,28,0,1629,105
41,2016,8,2232,1848,1407,3,1690,110,10,1810,38,0,1778,91
52,2016,8,7604,5626,5349,5,5234,220,36,5498,125,3,5526,240
42,2016,8,1933,1799,1624,5,1636,79,31,1755,0,44,1677,78
80,2016,8,2910,2884,2402,3,2426,236,84,2747,136,1,2753,130
83,2016,10,1545,1258,969,4,1125,114,7,1247,6,5,1188,65
84,2016,10,2323,1912,1822,3,1885,22,0,1907,2,3,1806,103
103,2016,8,6389,5851,5506,6,4507,633,285,5607,242,2,5299,550
98,2016,8,3260,3200,3054,4,2752,222,91,3128,72,0,2973,227
58,2016,8,9012,7410,7388,3,7090,205,41,7336,65,9,6870,531
54,2016,8,3194,2710,1983,4,2328,212,74,2631,74,5,2752,127
125,2016,8,3348,2758,2566,3,2509,137,11,2657,36,65,2498,199
118,2016,8,1347,1280,1014,3,1124,95,13,1232,41,7,1091,182
117,2016,8,1994,1553,1266,3,1331,153,25,1515,0,38,1421,94
6,2016,8,6065,5139,4586,3,4938,121,12,5071,68,0,4969,170
5,2016,8,1212,1123,819,3,964,73,27,1064,58,1,1157,16
104,2016,8,5584,4689,4470,3,4262,236,42,4540,19,130,4351,239
99,2016,8,2505,2229,2091,3,1823,268,56,2147,82,0,2195,35
105,2016,8,15306,13444,12845,3,12582,550,96,13228,216,0,12660,784
100,2016,8,2018,1898,1691,3,1659,139,19,1817,81,0,1769,129
101,2016,8,2355,2213,2117,3,2017,132,19,2168,41,4,2065,239
59,2016,8,7136,5975,5855,3,5716,132,14,5862,0,113,5574,288
55,2016,8,3721,3985,3985,3,3384,362,67,3814,171,0,3465,520
56,2016,8,570,346,312,3,309,25,2,336,8,2,320,26
75,2016,8,8492,7244,6649,3,6685,353,61,7102,140,2,6683,666
66,2016,8,2939,2935,2059,3,2609,198,51,2858,77,0,2539,440
121,2016,8,5802,4526,3980,3,4337,136,22,4495,31,0,4195,331
119,2016,8,2327,2294,2044,3,2175,89,13,2277,17,0,2021,343
92,2016,8,1347,1292,1200,3,1019,138,46,1205,85,2,1156,134
96,2016,8,1378,1119,1023,6,929,86,27,1060,19,40,870,209
93,2016,8,2106,1638,1461,3,1500,89,13,1602,36,0,1567,71
94,2016,8,1554,1651,969,4,1357,203,41,1623,28,0,1076,575
95,2016,8,2084,1969,1849,6,1399,246,118,1895,74,0,1680,289
97,2016,8,2072,1857,1433,4,1644,134,39,1832,22,3,1545,309
85,2016,8,6532,5720,5389,3,5313,259,49,5621,99,0,5454,266
79,2016,8,2664,2252,2230,3,1924,213,46,2183,47,22,2148,82
14,2016,8,1689,1459,1288,3,1344,79,3,1426,31,2,1402,77
15,2016,8,2567,2335,2255,3,2143,148,13,2304,30,1,2266,98
124,2016,8,8105,7227,6642,3,7000,129,11,7140,34,53,6977,474
115,2016,8,2960,2502,2304,3,2325,126,36,2487,15,0,2356,146
116,2016,8,1636,1270,1096,3,1115,115,20,1250,20,0,1172,98
86,2016,8,15887,14741,13987,6,12629,1134,355,14384,356,1,13751,989
81,2016,8,2289,1889,1663,5,1495,184,81,1799,90,0,1647,242
82,2016,8,1930,2186,1959,6,1591,232,99,2011,149,26,1851,309
64,2016,8,1866,1408,1196,3,1280,84,7,1371,0,37,1328,44
77,2016,8,3627,3489,3263,3,3156,190,27,3374,108,7,3110,372
106,2016,8,17974,16172,14845,4,13159,1840,549,15744,428,0,15712,460
91,2016,8,3418,3008,2703,6,2536,283,71,2931,77,0,2866,142
36,2016,8,14688,12843,12081,3,11120,923,304,12347,455,41,12363,439
16,2016,8,2141,2022,1735,3,1510,242,112,1864,158,0,1867,155
17,2016,8,1385,1534,1317,3,1151,174,73,1398,136,0,1333,201
62,2016,8,9487,8006,8006,4,7509,331,40,7891,111,4,7480,522
57,2016,8,2980,3018,2716,4,2520,250,91,2886,132,0,2560,461
67,2016,8,3302,2757,2681,3,2576,107,22,2705,52,0,2604,153
65,2016,8,2401,1991,714,4,1755,179,44,1991,0,0,1858,133
18,2016,8,4300,3725,3539,3,3527,119,17,3663,60,2,3542,181
19,2016,8,4085,3391,3271,3,3064,170,48,3282,108,1,3182,208
120,2016,8,6293,5124,4868,3,5040,57,3,5100,23,1,5010,113
