year_of_entry,la_name,school_phase,measure,count
2015,Somerset,Primary,Admission Numbers,6195
2015,Somerset,Primary,Applications Received,5847
2015,Suffolk,Primary,Admission Numbers,8871
2015,Suffolk,Primary,Applications Received,7656
2015,Surrey,Primary,Admission Numbers,13934
2015,Surrey,Primary,Applications Received,13760
2015,Warwickshire,Primary,Admission Numbers,6923
2015,Warwickshire,Primary,Applications Received,6425
2015,West Sussex,Primary,Admission Numbers,10000
2015,West Sussex,Primary,Applications Received,9296
2015,City of London,Secondary,Admission Numbers,0
2015,City of London,Secondary,Applications Received,21
2015,Camden,Secondary,Admission Numbers,1709
2015,Camden,Secondary,Applications Received,1509
2015,Greenwich,Secondary,Admission Numbers,2383
2015,Greenwich,Secondary,Applications Received,2793
2015,Hackney,Secondary,Admission Numbers,2331
2015,Hackney,Secondary,Applications Received,2409
2015,Hammersmith and Fulham,Secondary,Admission Numbers,1536
2015,Hammersmith and Fulham,Secondary,Applications Received,1247
2015,Islington,Secondary,Admission Numbers,1635
2015,Islington,Secondary,Applications Received,1282
2015,Kensington and Chelsea,Secondary,Admission Numbers,934
2015,Kensington and Chelsea,Secondary,Applications Received,724
2015,Lambeth,Secondary,Admission Numbers,2523
2015,Lambeth,Secondary,Applications Received,2523
2015,Lewisham,Secondary,Admission Numbers,2532
2015,Lewisham,Secondary,Applications Received,2916
2015,Southwark,Secondary,Admission Numbers,2876
2015,Southwark,Secondary,Applications Received,2598
2015,Tower Hamlets,Secondary,Admission Numbers,3124
2015,Tower Hamlets,Secondary,Applications Received,2930
2015,Wandsworth,Secondary,Admission Numbers,2131
2015,Wandsworth,Secondary,Applications Received,2077
2015,Westminster,Secondary,Admission Numbers,1668
2015,Westminster,Secondary,Applications Received,1160
2015,Barking and Dagenham,Secondary,Admission Numbers,2619
2015,Barking and Dagenham,Secondary,Applications Received,2706
2015,Barnet,Secondary,Admission Numbers,4170
2015,Barnet,Secondary,Applications Received,3532
2015,Bexley,Secondary,Admission Numbers,3368
2015,Bexley,Secondary,Applications Received,2660
2015,Brent,Secondary,Admission Numbers,3235
2015,Brent,Secondary,Applications Received,3330
2015,Bromley,Secondary,Admission Numbers,3790
2015,Bromley,Secondary,Applications Received,3463
2015,Croydon,Secondary,Admission Numbers,4160
2015,Croydon,Secondary,Applications Received,4101
2015,Ealing,Secondary,Admission Numbers,3210
2015,Ealing,Secondary,Applications Received,3592
2015,Enfield,Secondary,Admission Numbers,4078
2015,Enfield,Secondary,Applications Received,4052
2015,Haringey,Secondary,Admission Numbers,2441
2015,Haringey,Secondary,Applications Received,2531
2015,Harrow,Secondary,Admission Numbers,2390
2015,Harrow,Secondary,Applications Received,2555
2015,Havering,Secondary,Admission Numbers,3248
2015,Havering,Secondary,Applications Received,2767
2015,Hillingdon,Secondary,Admission Numbers,3534
2015,Hillingdon,Secondary,Applications Received,3061
2015,Hounslow,Secondary,Admission Numbers,2860
2015,Hounslow,Secondary,Applications Received,2782
2015,Kingston upon Thames,Secondary,Admission Numbers,1884
2015,Kingston upon Thames,Secondary,Applications Received,1642
2015,Merton,Secondary,Admission Numbers,1700
2015,Merton,Secondary,Applications Received,1982
2015,Newham,Secondary,Admission Numbers,4281
2015,Newham,Secondary,Applications Received,4013
2015,Redbridge,Secondary,Admission Numbers,3914
2015,Redbridge,Secondary,Applications Received,3576
2015,Richmond upon Thames,Secondary,Admission Numbers,1690
2015,Richmond upon Thames,Secondary,Applications Received,1726
2015,Sutton,Secondary,Admission Numbers,2970
2015,Sutton,Secondary,Applications Received,2254
2015,Waltham Forest,Secondary,Admission Numbers,2920
2015,Waltham Forest,Secondary,Applications Received,2866
2015,Birmingham,Secondary,Admission Numbers,13860
2015,Birmingham,Secondary,Applications Received,13992
2015,Coventry,Secondary,Admission Numbers,4180
2015,Coventry,Secondary,Applications Received,3633
2015,Dudley,Secondary,Admission Numbers,3846
2015,Dudley,Secondary,Applications Received,3232
2015,Sandwell,Secondary,Admission Numbers,3971
2015,Sandwell,Secondary,Applications Received,3768
2015,Solihull,Secondary,Admission Numbers,3272
2015,Solihull,Secondary,Applications Received,2371
2015,Walsall,Secondary,Admission Numbers,3689
2015,Walsall,Secondary,Applications Received,2915
2015,Wolverhampton,Secondary,Admission Numbers,3070
2015,Wolverhampton,Secondary,Applications Received,2637
2015,Knowsley,Secondary,Admission Numbers,1415
2015,Knowsley,Secondary,Applications Received,1598
2015,Liverpool,Secondary,Admission Numbers,5161
2015,Liverpool,Secondary,Applications Received,4155
2015,St. Helens,Secondary,Admission Numbers,2012
2015,St. Helens,Secondary,Applications Received,1900
2015,Sefton,Secondary,Admission Numbers,3550
2015,Sefton,Secondary,Applications Received,2679
2015,Wirral,Secondary,Admission Numbers,4236
2015,Wirral,Secondary,Applications Received,3248
2015,Bolton,Secondary,Admission Numbers,3739
2015,Bolton,Secondary,Applications Received,3258
2015,Bury,Secondary,Admission Numbers,2304
2015,Bury,Secondary,Applications Received,2064
2015,Manchester,Secondary,Admission Numbers,5373
2015,Manchester,Secondary,Applications Received,5423
2015,Oldham,Secondary,Admission Numbers,3429
2015,Oldham,Secondary,Applications Received,2863
2015,Rochdale,Secondary,Admission Numbers,2679
2015,Rochdale,Secondary,Applications Received,2567
2015,Salford,Secondary,Admission Numbers,2450
2015,Salford,Secondary,Applications Received,2293
2015,Stockport,Secondary,Admission Numbers,3189
2015,Stockport,Secondary,Applications Received,2951
2015,Tameside,Secondary,Admission Numbers,2886
2015,Tameside,Secondary,Applications Received,2472
2015,Trafford,Secondary,Admission Numbers,3343
2015,Trafford,Secondary,Applications Received,2777
2015,Wigan,Secondary,Admission Numbers,3741
2015,Wigan,Secondary,Applications Received,3283
2015,Barnsley,Secondary,Admission Numbers,2490
2015,Barnsley,Secondary,Applications Received,2178
2015,Doncaster,Secondary,Admission Numbers,3733
2015,Doncaster,Secondary,Applications Received,3027
2015,Rotherham,Secondary,Admission Numbers,3657
2015,Rotherham,Secondary,Applications Received,2769
2015,Sheffield,Secondary,Admission Numbers,5534
2015,Sheffield,Secondary,Applications Received,5886
2015,Bradford,Secondary,Admission Numbers,7139
2015,Bradford,Secondary,Applications Received,7127
2015,Calderdale,Secondary,Admission Numbers,2814
2015,Calderdale,Secondary,Applications Received,2346
2015,Kirklees,Secondary,Admission Numbers,4713
2015,Kirklees,Secondary,Applications Received,4645
2015,Leeds,Secondary,Admission Numbers,8693
2015,Leeds,Secondary,Applications Received,7800
2015,Wakefield,Secondary,Admission Numbers,4179
2015,Wakefield,Secondary,Applications Received,3327
2015,Gateshead,Secondary,Admission Numbers,2234
2015,Gateshead,Secondary,Applications Received,1700
2015,Newcastle upon Tyne,Secondary,Admission Numbers,2334
2015,Newcastle upon Tyne,Secondary,Applications Received,1957
2015,North Tyneside,Secondary,Admission Numbers,1859
2015,North Tyneside,Secondary,Applications Received,1328
2015,South Tyneside,Secondary,Admission Numbers,1862
2015,South Tyneside,Secondary,Applications Received,1338
2015,Sunderland,Secondary,Admission Numbers,3170
2015,Sunderland,Secondary,Applications Received,2508
2015,Bath and North East Somerset,Secondary,Admission Numbers,2508
2015,Bath and North East Somerset,Secondary,Applications Received,1583
2015,"Bristol, City of",Secondary,Admission Numbers,3955
2015,"Bristol, City of",Secondary,Applications Received,3838
2015,North Somerset,Secondary,Admission Numbers,2475
2015,North Somerset,Secondary,Applications Received,2133
2015,South Gloucestershire,Secondary,Admission Numbers,3160
2015,South Gloucestershire,Secondary,Applications Received,2675
2015,Hartlepool,Secondary,Admission Numbers,1180
2015,Hartlepool,Secondary,Applications Received,1021
2015,Middlesbrough,Secondary,Admission Numbers,1624
2015,Middlesbrough,Secondary,Applications Received,1708
2015,Redcar and Cleveland,Secondary,Admission Numbers,1928
2015,Redcar and Cleveland,Secondary,Applications Received,1423
2015,Stockton-on-Tees,Secondary,Admission Numbers,2373
2015,Stockton-on-Tees,Secondary,Applications Received,1975
2015,"Kingston Upon Hull, City of",Secondary,Admission Numbers,2750
2015,"Kingston Upon Hull, City of",Secondary,Applications Received,2816
2015,East Riding of Yorkshire,Secondary,Admission Numbers,4247
2015,East Riding of Yorkshire,Secondary,Applications Received,3179
2015,North East Lincolnshire,Secondary,Admission Numbers,1983
2015,North East Lincolnshire,Secondary,Applications Received,1649
2015,North Lincolnshire,Secondary,Admission Numbers,2189
2015,North Lincolnshire,Secondary,Applications Received,1776
2015,North Yorkshire,Secondary,Admission Numbers,7649
2015,North Yorkshire,Secondary,Applications Received,5432
2015,York,Secondary,Admission Numbers,1882
2015,York,Secondary,Applications Received,1759
2015,Luton,Secondary,Admission Numbers,2860
2015,Luton,Secondary,Applications Received,2774
2015,Bedford,Secondary,Admission Numbers,1650
2015,Bedford,Secondary,Applications Received,1314
2015,Central Bedfordshire,Secondary,Admission Numbers,2723
2015,Central Bedfordshire,Secondary,Applications Received,2128
2015,Buckinghamshire,Secondary,Admission Numbers,6119
2015,Buckinghamshire,Secondary,Applications Received,5732
2015,Milton Keynes,Secondary,Admission Numbers,3205
2015,Milton Keynes,Secondary,Applications Received,3169
2015,Derbyshire,Secondary,Admission Numbers,9046
2015,Derbyshire,Secondary,Applications Received,7341
2015,Derby,Secondary,Admission Numbers,3194
2015,Derby,Secondary,Applications Received,2717
2015,Dorset,Secondary,Admission Numbers,3373
2015,Dorset,Secondary,Applications Received,2718
2015,Poole,Secondary,Admission Numbers,1333
2015,Poole,Secondary,Applications Received,1208
2015,Bournemouth,Secondary,Admission Numbers,1993
2015,Bournemouth,Secondary,Applications Received,1409
2015,Durham,Secondary,Admission Numbers,5891
2015,Durham,Secondary,Applications Received,4976
2015,Darlington,Secondary,Admission Numbers,1227
2015,Darlington,Secondary,Applications Received,1129
2015,East Sussex,Secondary,Admission Numbers,5603
2015,East Sussex,Secondary,Applications Received,4569
2015,Brighton and Hove,Secondary,Admission Numbers,2525
2015,Brighton and Hove,Secondary,Applications Received,2285
2015,Hampshire,Secondary,Admission Numbers,15122
2015,Hampshire,Secondary,Applications Received,12945
2015,Portsmouth,Secondary,Admission Numbers,2010
2015,Portsmouth,Secondary,Applications Received,1825
2015,Southampton,Secondary,Admission Numbers,2350
2015,Southampton,Secondary,Applications Received,2060
2015,Leicestershire,Secondary,Admission Numbers,7200
2015,Leicestershire,Secondary,Applications Received,6040
2015,Leicester,Secondary,Admission Numbers,3691
2015,Leicester,Secondary,Applications Received,3808
2015,Rutland,Secondary,Admission Numbers,540
2015,Rutland,Secondary,Applications Received,330
2015,Staffordshire,Secondary,Admission Numbers,8593
2015,Staffordshire,Secondary,Applications Received,7468
2015,Stoke-on-Trent,Secondary,Admission Numbers,2879
2015,Stoke-on-Trent,Secondary,Applications Received,2791
2015,Wiltshire,Secondary,Admission Numbers,5695
2015,Wiltshire,Secondary,Applications Received,4637
2015,Swindon,Secondary,Admission Numbers,2372
2015,Swindon,Secondary,Applications Received,2238
2015,Bracknell Forest,Secondary,Admission Numbers,1327
2015,Bracknell Forest,Secondary,Applications Received,1246
2015,Windsor and Maidenhead,Secondary,Admission Numbers,1224
2015,Windsor and Maidenhead,Secondary,Applications Received,1139
2015,West Berkshire,Secondary,Admission Numbers,2069
2015,West Berkshire,Secondary,Applications Received,1683
2015,Reading,Secondary,Admission Numbers,1360
2015,Reading,Secondary,Applications Received,1587
2015,Slough,Secondary,Admission Numbers,2128
2015,Slough,Secondary,Applications Received,1894
2015,Wokingham,Secondary,Admission Numbers,2079
2015,Wokingham,Secondary,Applications Received,1851
2015,Cambridgeshire,Secondary,Admission Numbers,6487
2015,Cambridgeshire,Secondary,Applications Received,5665
2015,Peterborough,Secondary,Admission Numbers,2694
2015,Peterborough,Secondary,Applications Received,2177
2015,Halton,Secondary,Admission Numbers,1669
2015,Halton,Secondary,Applications Received,1420
2015,Warrington,Secondary,Admission Numbers,2597
2015,Warrington,Secondary,Applications Received,2323
2015,Devon,Secondary,Admission Numbers,8145
2015,Devon,Secondary,Applications Received,6780
2015,Plymouth,Secondary,Admission Numbers,2960
2015,Plymouth,Secondary,Applications Received,2419
2015,Torbay,Secondary,Admission Numbers,1605
2015,Torbay,Secondary,Applications Received,1211
2015,Essex,Secondary,Admission Numbers,15843
2015,Essex,Secondary,Applications Received,14707
2015,Southend-on-Sea,Secondary,Admission Numbers,2249
2015,Southend-on-Sea,Secondary,Applications Received,1831
2015,Thurrock,Secondary,Admission Numbers,1921
2015,Thurrock,Secondary,Applications Received,2067
2015,Herefordshire,Secondary,Admission Numbers,1926
2015,Herefordshire,Secondary,Applications Received,1446
2015,Worcestershire,Secondary,Admission Numbers,3605
2015,Worcestershire,Secondary,Applications Received,3198
2015,Kent,Secondary,Admission Numbers,17688
2015,Kent,Secondary,Applications Received,15894
2015,Medway,Secondary,Admission Numbers,3350
2015,Medway,Secondary,Applications Received,3093
2015,Lancashire,Secondary,Admission Numbers,15000
2015,Lancashire,Secondary,Applications Received,12044
2015,Blackburn with Darwen,Secondary,Admission Numbers,2141
2015,Blackburn with Darwen,Secondary,Applications Received,1785
2015,Blackpool,Secondary,Admission Numbers,1379
2015,Blackpool,Secondary,Applications Received,1463
2015,Nottinghamshire,Secondary,Admission Numbers,9407
2015,Nottinghamshire,Secondary,Applications Received,7859
2015,Nottingham,Secondary,Admission Numbers,3021
2015,Nottingham,Secondary,Applications Received,2919
2015,Shropshire,Secondary,Admission Numbers,3297
2015,Shropshire,Secondary,Applications Received,2620
2015,Telford and Wrekin,Secondary,Admission Numbers,2403
2015,Telford and Wrekin,Secondary,Applications Received,1987
2015,Cheshire East,Secondary,Admission Numbers,4253
2015,Cheshire East,Secondary,Applications Received,3679
2015,Cheshire West and Chester,Secondary,Admission Numbers,4072
2015,Cheshire West and Chester,Secondary,Applications Received,3252
2015,Cornwall,Secondary,Admission Numbers,6205
2015,Cornwall,Secondary,Applications Received,4861
2015,Cumbria,Secondary,Admission Numbers,6356
2015,Cumbria,Secondary,Applications Received,4630
2015,Gloucestershire,Secondary,Admission Numbers,6993
2015,Gloucestershire,Secondary,Applications Received,6060
2015,Hertfordshire,Secondary,Admission Numbers,14255
2015,Hertfordshire,Secondary,Applications Received,12501
2015,Isle of Wight,Secondary,Admission Numbers,1651
2015,Isle of Wight,Secondary,Applications Received,1103
2015,Lincolnshire,Secondary,Admission Numbers,8703
2015,Lincolnshire,Secondary,Applications Received,7102
2015,Norfolk,Secondary,Admission Numbers,9632
2015,Norfolk,Secondary,Applications Received,7923
2015,Northamptonshire,Secondary,Admission Numbers,8343
2015,Northamptonshire,Secondary,Applications Received,6998
2015,Northumberland,Secondary,Admission Numbers,2604
2015,Northumberland,Secondary,Applications Received,1801
2015,Oxfordshire,Secondary,Admission Numbers,7042
2015,Oxfordshire,Secondary,Applications Received,6230
2015,Somerset,Secondary,Admission Numbers,4637
2015,Somerset,Secondary,Applications Received,4231
2015,Suffolk,Secondary,Admission Numbers,7985
2015,Suffolk,Secondary,Applications Received,6438
2015,Surrey,Secondary,Admission Numbers,11239
2015,Surrey,Secondary,Applications Received,10927
2015,Warwickshire,Secondary,Admission Numbers,6629
2015,Warwickshire,Secondary,Applications Received,5453
2015,West Sussex,Secondary,Admission Numbers,9008
2015,West Sussex,Secondary,Applications Received,7844
2014,City of London,Primary,Admission Numbers,30
2014,City of London,Primary,Applications Received,32
2014,Camden,Primary,Admission Numbers,1718
2014,Camden,Primary,Applications Received,1761
2014,Greenwich,Primary,Admission Numbers,3655
2014,Greenwich,Primary,Applications Received,3599
2014,Hackney,Primary,Admission Numbers,2936
2014,Hackney,Primary,Applications Received,2849
2014,Hammersmith and Fulham,Primary,Admission Numbers,1618
2014,Hammersmith and Fulham,Primary,Applications Received,1564
2014,Islington,Primary,Admission Numbers,2213
2014,Islington,Primary,Applications Received,2080
2014,Kensington and Chelsea,Primary,Admission Numbers,1050
2014,Kensington and Chelsea,Primary,Applications Received,969
2014,Lambeth,Primary,Admission Numbers,3189
2014,Lambeth,Primary,Applications Received,3189
2014,Lewisham,Primary,Admission Numbers,3949
2014,Lewisham,Primary,Applications Received,3907
2014,Southwark,Primary,Admission Numbers,3680
2014,Southwark,Primary,Applications Received,3343
2014,Tower Hamlets,Primary,Admission Numbers,3610
2014,Tower Hamlets,Primary,Applications Received,3387
2014,Wandsworth,Primary,Admission Numbers,3132
2014,Wandsworth,Primary,Applications Received,3223
2014,Westminster,Primary,Admission Numbers,1782
2014,Westminster,Primary,Applications Received,1343
2014,Barking and Dagenham,Primary,Admission Numbers,3710
2014,Barking and Dagenham,Primary,Applications Received,3521
2014,Barnet,Primary,Admission Numbers,4342
2014,Barnet,Primary,Applications Received,4290
2014,Bexley,Primary,Admission Numbers,3375
2014,Bexley,Primary,Applications Received,3021
2014,Brent,Primary,Admission Numbers,4069
2014,Brent,Primary,Applications Received,3930
2014,Bromley,Primary,Admission Numbers,4267
2014,Bromley,Primary,Applications Received,4112
2014,Croydon,Primary,Admission Numbers,5517
2014,Croydon,Primary,Applications Received,4791
2014,Ealing,Primary,Admission Numbers,4800
2014,Ealing,Primary,Applications Received,4503
2014,Enfield,Primary,Admission Numbers,4854
2014,Enfield,Primary,Applications Received,4461
2014,Haringey,Primary,Admission Numbers,3320
2014,Haringey,Primary,Applications Received,3048
2014,Harrow,Primary,Admission Numbers,3300
2014,Harrow,Primary,Applications Received,3196
2014,Havering,Primary,Admission Numbers,3260
2014,Havering,Primary,Applications Received,2873
2014,Hillingdon,Primary,Admission Numbers,4572
2014,Hillingdon,Primary,Applications Received,3880
2014,Hounslow,Primary,Admission Numbers,3500
2014,Hounslow,Primary,Applications Received,3472
2014,Kingston upon Thames,Primary,Admission Numbers,2009
2014,Kingston upon Thames,Primary,Applications Received,1991
2014,Merton,Primary,Admission Numbers,2730
2014,Merton,Primary,Applications Received,2760
2014,Newham,Primary,Admission Numbers,5365
2014,Newham,Primary,Applications Received,4694
2014,Redbridge,Primary,Admission Numbers,4215
2014,Redbridge,Primary,Applications Received,3847
2014,Richmond upon Thames,Primary,Admission Numbers,2572
2014,Richmond upon Thames,Primary,Applications Received,2509
2014,Sutton,Primary,Admission Numbers,2552
2014,Sutton,Primary,Applications Received,2650
2014,Waltham Forest,Primary,Admission Numbers,3840
2014,Waltham Forest,Primary,Applications Received,3668
2014,Birmingham,Primary,Admission Numbers,16054
2014,Birmingham,Primary,Applications Received,15025
2014,Coventry,Primary,Admission Numbers,4710
2014,Coventry,Primary,Applications Received,4544
2014,Dudley,Primary,Admission Numbers,4024
2014,Dudley,Primary,Applications Received,3705
2014,Sandwell,Primary,Admission Numbers,4795
2014,Sandwell,Primary,Applications Received,4433
2014,Solihull,Primary,Admission Numbers,2707
2014,Solihull,Primary,Applications Received,2415
2014,Walsall,Primary,Admission Numbers,3739
2014,Walsall,Primary,Applications Received,3476
2014,Wolverhampton,Primary,Admission Numbers,3350
2014,Wolverhampton,Primary,Applications Received,3254
2014,Knowsley,Primary,Admission Numbers,2035
2014,Knowsley,Primary,Applications Received,1755
2014,Liverpool,Primary,Admission Numbers,5429
2014,Liverpool,Primary,Applications Received,4912
2014,St. Helens,Primary,Admission Numbers,2225
2014,St. Helens,Primary,Applications Received,2031
2014,Sefton,Primary,Admission Numbers,3155
2014,Sefton,Primary,Applications Received,2785
2014,Wirral,Primary,Admission Numbers,3937
2014,Wirral,Primary,Applications Received,3709
2014,Bolton,Primary,Admission Numbers,4115
2014,Bolton,Primary,Applications Received,3567
2014,Bury,Primary,Admission Numbers,2311
2014,Bury,Primary,Applications Received,2146
2014,Manchester,Primary,Admission Numbers,7148
2014,Manchester,Primary,Applications Received,6817
2014,Oldham,Primary,Admission Numbers,3535
2014,Oldham,Primary,Applications Received,3074
2014,Rochdale,Primary,Admission Numbers,3083
2014,Rochdale,Primary,Applications Received,2818
2014,Salford,Primary,Admission Numbers,3214
2014,Salford,Primary,Applications Received,3041
2014,Stockport,Primary,Admission Numbers,5310
2014,Stockport,Primary,Applications Received,3368
2014,Tameside,Primary,Admission Numbers,3110
2014,Tameside,Primary,Applications Received,2879
2014,Trafford,Primary,Admission Numbers,3030
2014,Trafford,Primary,Applications Received,2832
2014,Wigan,Primary,Admission Numbers,3907
2014,Wigan,Primary,Applications Received,3720
2014,Barnsley,Primary,Admission Numbers,2955
2014,Barnsley,Primary,Applications Received,2615
2014,Doncaster,Primary,Admission Numbers,4105
2014,Doncaster,Primary,Applications Received,3175
2014,Rotherham,Primary,Admission Numbers,3687
2014,Rotherham,Primary,Applications Received,3300
2014,Sheffield,Primary,Admission Numbers,6698
2014,Sheffield,Primary,Applications Received,6177
2014,Bradford,Primary,Admission Numbers,8243
2014,Bradford,Primary,Applications Received,8056
2014,Calderdale,Primary,Admission Numbers,2916
2014,Calderdale,Primary,Applications Received,2656
2014,Kirklees,Primary,Admission Numbers,5782
2014,Kirklees,Primary,Applications Received,5303
2014,Leeds,Primary,Admission Numbers,10221
2014,Leeds,Primary,Applications Received,9272
2014,Wakefield,Primary,Admission Numbers,4304
2014,Wakefield,Primary,Applications Received,3750
2014,Gateshead,Primary,Admission Numbers,2395
2014,Gateshead,Primary,Applications Received,1996
2014,Newcastle upon Tyne,Primary,Admission Numbers,3263
2014,Newcastle upon Tyne,Primary,Applications Received,3149
2014,North Tyneside,Primary,Admission Numbers,2609
2014,North Tyneside,Primary,Applications Received,2289
2014,South Tyneside,Primary,Admission Numbers,1786
2014,South Tyneside,Primary,Applications Received,1488
2014,Sunderland,Primary,Admission Numbers,3477
2014,Sunderland,Primary,Applications Received,2802
2014,Bath and North East Somerset,Primary,Admission Numbers,2129
2014,Bath and North East Somerset,Primary,Applications Received,1773
2014,"Bristol, City of",Primary,Admission Numbers,5706
2014,"Bristol, City of",Primary,Applications Received,5458
2014,North Somerset,Primary,Admission Numbers,2598
2014,North Somerset,Primary,Applications Received,2378
2014,South Gloucestershire,Primary,Admission Numbers,3677
2014,South Gloucestershire,Primary,Applications Received,3127
2014,Hartlepool,Primary,Admission Numbers,1413
2014,Hartlepool,Primary,Applications Received,1136
2014,Middlesbrough,Primary,Admission Numbers,1991
2014,Middlesbrough,Primary,Applications Received,1919
2014,Redcar and Cleveland,Primary,Admission Numbers,1934
2014,Redcar and Cleveland,Primary,Applications Received,1583
2014,Stockton-on-Tees,Primary,Admission Numbers,2626
2014,Stockton-on-Tees,Primary,Applications Received,2386
2014,"Kingston Upon Hull, City of",Primary,Admission Numbers,3475
2014,"Kingston Upon Hull, City of",Primary,Applications Received,3315
2014,East Riding of Yorkshire,Primary,Admission Numbers,4001
2014,East Riding of Yorkshire,Primary,Applications Received,3253
2014,North East Lincolnshire,Primary,Admission Numbers,2154
2014,North East Lincolnshire,Primary,Applications Received,1786
2014,North Lincolnshire,Primary,Admission Numbers,2105
2014,North Lincolnshire,Primary,Applications Received,1872
2014,North Yorkshire,Primary,Admission Numbers,7193
2014,North Yorkshire,Primary,Applications Received,5748
2014,York,Primary,Admission Numbers,2116
2014,York,Primary,Applications Received,1989
2014,Luton,Primary,Admission Numbers,3524
2014,Luton,Primary,Applications Received,2971
2014,Bedford,Primary,Admission Numbers,2324
2014,Bedford,Primary,Applications Received,2100
2014,Central Bedfordshire,Primary,Admission Numbers,3854
2014,Central Bedfordshire,Primary,Applications Received,3184
2014,Buckinghamshire,Primary,Admission Numbers,6520
2014,Buckinghamshire,Primary,Applications Received,6102
2014,Milton Keynes,Primary,Admission Numbers,4013
2014,Milton Keynes,Primary,Applications Received,3820
2014,Derbyshire,Primary,Admission Numbers,9684
2014,Derbyshire,Primary,Applications Received,7901
2014,Derby,Primary,Admission Numbers,3529
2014,Derby,Primary,Applications Received,3121
2014,Dorset,Primary,Admission Numbers,4490
2014,Dorset,Primary,Applications Received,3717
2014,Poole,Primary,Admission Numbers,1800
2014,Poole,Primary,Applications Received,1683
2014,Bournemouth,Primary,Admission Numbers,2006
2014,Bournemouth,Primary,Applications Received,1903
2014,Durham,Primary,Admission Numbers,6337
2014,Durham,Primary,Applications Received,5184
2014,Darlington,Primary,Admission Numbers,1298
2014,Darlington,Primary,Applications Received,1267
2014,East Sussex,Primary,Admission Numbers,5971
2014,East Sussex,Primary,Applications Received,5333
2014,Brighton and Hove,Primary,Admission Numbers,3030
2014,Brighton and Hove,Primary,Applications Received,2838
2014,Hampshire,Primary,Admission Numbers,15802
2014,Hampshire,Primary,Applications Received,14763
2014,Portsmouth,Primary,Admission Numbers,2435
2014,Portsmouth,Primary,Applications Received,2378
2014,Southampton,Primary,Admission Numbers,3136
2014,Southampton,Primary,Applications Received,2952
2014,Leicestershire,Primary,Admission Numbers,7775
2014,Leicestershire,Primary,Applications Received,7170
2014,Leicester,Primary,Admission Numbers,4558
2014,Leicester,Primary,Applications Received,4482
2014,Rutland,Primary,Admission Numbers,454
2014,Rutland,Primary,Applications Received,364
2014,Staffordshire,Primary,Admission Numbers,10128
2014,Staffordshire,Primary,Applications Received,8881
2014,Stoke-on-Trent,Primary,Admission Numbers,3405
2014,Stoke-on-Trent,Primary,Applications Received,3350
2014,Wiltshire,Primary,Admission Numbers,6008
2014,Wiltshire,Primary,Applications Received,5205
2014,Swindon,Primary,Admission Numbers,3070
2014,Swindon,Primary,Applications Received,2711
2014,Bracknell Forest,Primary,Admission Numbers,1521
2014,Bracknell Forest,Primary,Applications Received,1528
2014,Windsor and Maidenhead,Primary,Admission Numbers,1808
2014,Windsor and Maidenhead,Primary,Applications Received,1634
2014,West Berkshire,Primary,Admission Numbers,2033
2014,West Berkshire,Primary,Applications Received,1908
2014,Reading,Primary,Admission Numbers,2080
2014,Reading,Primary,Applications Received,2201
2014,Slough,Primary,Admission Numbers,2351
2014,Slough,Primary,Applications Received,2303
2014,Wokingham,Primary,Admission Numbers,3181
2014,Wokingham,Primary,Applications Received,2039
2014,Cambridgeshire,Primary,Admission Numbers,7812
2014,Cambridgeshire,Primary,Applications Received,6899
2014,Peterborough,Primary,Admission Numbers,3124
2014,Peterborough,Primary,Applications Received,2785
2014,Halton,Primary,Admission Numbers,1650
2014,Halton,Primary,Applications Received,1490
2014,Warrington,Primary,Admission Numbers,2645
2014,Warrington,Primary,Applications Received,2546
2014,Devon,Primary,Admission Numbers,8773
2014,Devon,Primary,Applications Received,7172
2014,Plymouth,Primary,Admission Numbers,3203
2014,Plymouth,Primary,Applications Received,2891
2014,Torbay,Primary,Admission Numbers,1577
2014,Torbay,Primary,Applications Received,1295
2014,Essex,Primary,Admission Numbers,17127
2014,Essex,Primary,Applications Received,16369
2014,Southend-on-Sea,Primary,Admission Numbers,2265
2014,Southend-on-Sea,Primary,Applications Received,2123
2014,Thurrock,Primary,Admission Numbers,2471
2014,Thurrock,Primary,Applications Received,2246
2014,Herefordshire,Primary,Admission Numbers,2140
2014,Herefordshire,Primary,Applications Received,1756
2014,Worcestershire,Primary,Admission Numbers,6700
2014,Worcestershire,Primary,Applications Received,6150
2014,Kent,Primary,Admission Numbers,18314
2014,Kent,Primary,Applications Received,17092
2014,Medway,Primary,Admission Numbers,3625
2014,Medway,Primary,Applications Received,3350
2014,Lancashire,Primary,Admission Numbers,15138
2014,Lancashire,Primary,Applications Received,13543
2014,Blackburn with Darwen,Primary,Admission Numbers,2407
2014,Blackburn with Darwen,Primary,Applications Received,1963
2014,Blackpool,Primary,Admission Numbers,1968
2014,Blackpool,Primary,Applications Received,1644
2014,Nottinghamshire,Primary,Admission Numbers,9937
2014,Nottinghamshire,Primary,Applications Received,8963
2014,Nottingham,Primary,Admission Numbers,3872
2014,Nottingham,Primary,Applications Received,3905
2014,Shropshire,Primary,Admission Numbers,3284
2014,Shropshire,Primary,Applications Received,2748
2014,Telford and Wrekin,Primary,Admission Numbers,2342
2014,Telford and Wrekin,Primary,Applications Received,2110
2014,Cheshire East,Primary,Admission Numbers,4392
2014,Cheshire East,Primary,Applications Received,3900
