"URN","LA (code)","LA (name)","EstablishmentNumber","EstablishmentName","TypeOfEstablishment (name)","EstablishmentTypeGroup (name)","EstablishmentStatus (name)","ReasonEstablishmentOpened (name)","OpenDate","ReasonEstablishmentClosed (name)","CloseDate","PhaseOfEducation (name)","StatutoryLowAge","StatutoryHighAge","Boarders (name)","NurseryProvision (name)","OfficialSixthForm (name)","Gender (name)","ReligiousCharacter (name)","ReligiousEthos (name)","Diocese (name)","AdmissionsPolicy (name)","SchoolCapacity","SpecialClasses (name)","CensusDate","NumberOfPupils","NumberOfBoys","NumberOfGirls","PercentageFSM","TrustSchoolFlag (name)","Trusts (name)","SchoolSponsorFlag (name)","SchoolSponsors (name)","FederationFlag (name)","Federations (name)","UKPRN","FEHEIdentifier","FurtherEducationType (name)","OfstedLastInsp","LastChangedDate","Street","Locality","Address3","Town","County (name)","Postcode","SchoolWebsite","TelephoneNum","HeadTitle (name)","HeadFirstName","HeadLastName","HeadPreferredJobTitle","BSOInspectorateName (name)","InspectorateReport","DateOfLastInspectionVisit","NextInspectionVisit","TeenMoth (name)","TeenMothPlaces","CCF (name)","SENPRU (name)","EBD (name)","PlacesPRU","FTProv (name)","EdByOther (name)","Section41Approved (name)","SEN1 (name)","SEN2 (name)","SEN3 (name)","SEN4 (name)","SEN5 (name)","SEN6 (name)","SEN7 (name)","SEN8 (name)","SEN9 (name)","SEN10 (name)","SEN11 (name)","SEN12 (name)","SEN13 (name)","TypeOfResourcedProvision (name)","ResourcedProvisionOnRoll","ResourcedProvisionCapacity","SenUnitOnRoll","SenUnitCapacity","GOR (name)","DistrictAdministrative (name)","AdministrativeWard (name)","ParliamentaryConstituency (name)","UrbanRural (name)","GSSLACode (name)","Easting","Northing","MSOA (name)","LSOA (name)","InspectorateName (name)","SENStat","SENNoStat","PropsName","OfstedRating (name)","RSCRegion (name)","Country (name)","UPRN","SiteName","QABName (name)","EstablishmentAccredited (name)","QABReport","CHNumber","MSOA (code)","LSOA (code)","FSM","Linked establishments"
115870,"850","Hampshire","2028","Burley Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",110,"No Special Classes","21-01-2021","92","52","40","18.5","Not applicable","","Not applicable","","Supported by a federation","Federation of Burley and Sopley Primary Schools",10080650,"","Not applicable","14-02-2017","18-03-2022","Church Lane","Burley","","Ringwood","Hampshire","BH24 4AP","www.burley.hants.sch.uk/","01425403375","Mrs","Helen","Morris","Interim Executive Head Teacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","New Forest","Bransgore and Burley","New Forest West","(England/Wales) Rural village","E10000014",421348,103004,"New Forest 016","New Forest 016D","","","","","Good","South-East England and South London","","100062214249","","Not applicable","Not applicable","","","E02004794","E01022997","17","Does not have links"
115871,"850","Hampshire","2030","Stoke Park Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"No Special Classes","21-01-2021","348","161","187","22.1","Not applicable","","Not applicable","","Not under a federation","",10077093,"","Not applicable","09-05-2019","11-03-2022","Underwood Road","Bishopstoke","","Eastleigh","Hampshire","SO50 6GR","www.stokeparkjunior.co.uk","02380612789","Mrs","Allison","Jenkins","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","","","","","","","","","","","","","Resourced provision",8,7,"","","South East","Eastleigh","Bishopstoke","Eastleigh","(England/Wales) Urban city and town","E10000014",447382,118894,"Eastleigh 005","Eastleigh 005E","","","","","Good","South-East England and South London","","100062535300","","Not applicable","Not applicable","","","E02004716","E01022649","77","Does not have links"
115872,"850","Hampshire","2033","Chandler's Ford Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","168","95","73","4.8","Not applicable","","Not applicable","","Not under a federation","",10075399,"","Not applicable","23-10-2019","10-01-2022","Kings Road","Chandler's Ford","","Eastleigh","Hampshire","SO53 2EY","www.chandlersford-inf.hants.sch.uk/","02380252655","Mrs","Mary","Strong","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Chandler's Ford","Winchester","(England/Wales) Urban city and town","E10000014",443586,120959,"Eastleigh 003","Eastleigh 003A","","","","","Good","South-East England and South London","","100062538195","","Not applicable","Not applicable","","","E02004714","E01022661","8","Does not have links"
115873,"850","Hampshire","2034","Merdon Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",256,"No Special Classes","21-01-2021","254","131","123","6.7","Not applicable","","Not applicable","","Not under a federation","",10070623,"","Not applicable","16-07-2019","07-03-2022","Merdon Avenue","Chandler's Ford","","Eastleigh","Hampshire","SO53 1EJ","www.merdon.hants.sch.uk","02380265255","Mrs","Claire","Martin","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Hiltingbury","Winchester","(England/Wales) Urban city and town","E10000014",444037,121329,"Eastleigh 001","Eastleigh 001A","","","","","Good","South-East England and South London","","100062538341","","Not applicable","Not applicable","","","E02004712","E01022705","17","Does not have links"
115874,"850","Hampshire","2035","Cheriton Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",105,"No Special Classes","21-01-2021","96","50","46","7.3","Not applicable","","Not applicable","","Not under a federation","",10077092,"","Not applicable","12-05-2008","03-07-2021","Cheriton","","","Alresford","Hampshire","SO24 0QA","http://www.cheriton.hants.sch.uk","01962771278","Mr","Andrew","Goldsworthy","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","Not applicable","","","","","South East","Winchester","Upper Meon Valley","Meon Valley","(England/Wales) Rural hamlet and isolated dwellings","E10000014",458370,128590,"Winchester 004","Winchester 004A","","","","","Outstanding","South-East England and South London","","100062703079","","Not applicable","Not applicable","","","E02004832","E01023225","7","Does not have links"
115875,"850","Hampshire","2036","North Baddesley Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",294,"No Special Classes","21-01-2021","250","126","124","10","Not applicable","","Not applicable","","Not under a federation","",10075398,"","Not applicable","05-07-2017","03-03-2022","Botley Road","North Baddesley","","Southampton","Hampshire","SO52 9EE","www.northbaddesley-inf.co.uk","02380412412","Mrs","Carla","Lashmar","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Test Valley","North Baddesley","Romsey and Southampton North","(England/Wales) Rural town and fringe","E10000014",439750,119805,"Test Valley 012","Test Valley 012D","","","","","Good","South-East England and South London","","100062537892","","Not applicable","Not applicable","","","E02004825","E01023193","25","Does not have links"
115876,"850","Hampshire","2040","Clanfield Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",360,"No Special Classes","21-01-2021","301","153","148","8.6","Not applicable","","Not applicable","","Not under a federation","",10070622,"","Not applicable","26-05-2021","30-03-2022","Little Hyden Lane","Clanfield","","Waterlooville","Hampshire","PO8 0RE","","02392593209","Miss","S","Staggs","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","East Hampshire","Clanfield","Meon Valley","(England/Wales) Urban city and town","E10000014",469723,116997,"East Hampshire 013","East Hampshire 013B","","","","","Good","South-East England and South London","","1710012585","","Not applicable","Not applicable","","","E02004709","E01022589","26","Does not have links"
115877,"850","Hampshire","2041","Cliddesden Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",119,"No Special Classes","21-01-2021","112","59","53","11.6","Not applicable","","Not applicable","","Not under a federation","",10080649,"","Not applicable","25-11-2021","17-02-2022","Cliddesden","","","Basingstoke","Hampshire","RG25 2QU","www.cliddesden.hants.sch.uk/","01256321571","Mr","Kenneth","Davies","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Basingstoke and Deane","Oakley & The Candovers","North East Hampshire","(England/Wales) Rural hamlet and isolated dwellings","E10000014",463442,148348,"Basingstoke and Deane 017","Basingstoke and Deane 017D","","","","","Good","South-East England and South London","","10002179394","","Not applicable","Not applicable","","","E02004691","E01022561","13","Does not have links"
115878,"850","Hampshire","2046","Crondall Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",5,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"No Special Classes","21-01-2021","176","88","88","10.8","Not applicable","","Not applicable","","Not under a federation","",10069581,"","Not applicable","17-10-2018","03-07-2021","Croft Lane","Crondall","","Farnham","Hampshire","GU10 5QG","www.crondall.hants.sch.uk","01252850291","Mrs","Jo","Leatham","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Hart","Odiham","North East Hampshire","(England/Wales) Rural village","E10000014",479584,148544,"Hart 010","Hart 010C","","","","","Good","South-East England and South London","","100062322452","","Not applicable","Not applicable","","","E02004760","E01022855","19","Does not have links"
115879,"850","Hampshire","2047","Curdridge Primary School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",119,"No Special Classes","21-01-2021","117","63","54","14.5","Not applicable","","Not applicable","","Not under a federation","",10080648,"","Not applicable","28-06-2017","02-03-2022","Church Lane","Curdridge","Near Botley","Southampton","Hampshire","SO32 2DR","http://www.curdridge.hants.sch.uk","01489782613","Mrs","Sally","Wood","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Whiteley and Shedfield","Meon Valley","(England/Wales) Rural village","E10000014",452812,113941,"Winchester 013","Winchester 013A","","","","","Good","South-East England and South London","","100062527264","","Not applicable","Not applicable","","","E02004841","E01023245","17","Does not have links"
115880,"850","Hampshire","2049","Crofton Anne Dale Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",384,"No Special Classes","21-01-2021","386","165","221","10.6","Not applicable","","Not applicable","","Supported by a federation","Crofton Anne Dale Federation",10070621,"","Not applicable","07-12-2018","07-04-2022","Cuckoo Lane","Stubbington","","Fareham","Hampshire","PO14 3PH","http://www.croftonannedale-jun.hants.sch.uk","01329662087","Mrs","Lorraine","Phillips","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Fareham","Hill Head","Gosport","(England/Wales) Urban city and town","E10000014",455046,102986,"Fareham 014","Fareham 014D","","","","","Good","South-East England and South London","","100062406584","","Not applicable","Not applicable","","","E02004740","E01022747","41","Does not have links"
115881,"850","Hampshire","2053","Droxford Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",180,"No Special Classes","21-01-2021","173","97","76","6.9","Not applicable","","Not applicable","","Not under a federation","",10070620,"","Not applicable","21-03-2012","23-03-2022","Union Lane","Droxford","","Southampton","Hampshire","SO32 3QR","www.droxfordjunior.co.uk/","01489877537","Mr","Matthew","Dampier","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Central Meon Valley","Meon Valley","(England/Wales) Rural village","E10000014",460422,118261,"Winchester 011","Winchester 011A","","","","","Outstanding","South-East England and South London","","100062527333","","Not applicable","Not applicable","","","E02004839","E01023235","12","Does not have links"
115882,"850","Hampshire","2054","Denmead Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",4,7,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","21-01-2021","257","127","130","14.4","Not applicable","","Not applicable","","Not under a federation","",10075397,"","Not applicable","20-02-2018","15-03-2022","Hambledon Road","Denmead","","Waterlooville","Hampshire","PO7 6PN","http://denmeadinfantschool.co.uk/","02392262717","","Jane","Clabon","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Winchester","Denmead","Meon Valley","(England/Wales) Rural town and fringe","E10000014",466130,111710,"Winchester 014","Winchester 014E","","","","","Good","South-East England and South London","","100062454771","","Not applicable","Not applicable","","","E02004842","E01023234","37","Does not have links"
115883,"850","Hampshire","2055","Wildground Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",243,"Has Special Classes","21-01-2021","207","108","99","35.3","Not applicable","","Not applicable","","Supported by a federation","The Federation of Wildground Infant and Junior Schools",10077091,"","Not applicable","16-10-2019","22-03-2022","Armitage Avenue","Dibden Purlieu","","Southampton","Hampshire","SO45 4LG","www.wildground.hants.sch.uk/","02380844001","Mrs","Amanda","Mullett","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","ASD - Autistic Spectrum Disorder","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","Resourced provision and SEN unit",8,8,8,8,"South East","New Forest","Butts Ash and Dibden Purlieu","New Forest East","(England/Wales) Urban city and town","E10000014",441810,106172,"New Forest 011","New Forest 011C","","","","","Good","South-East England and South London","","10013637054","","Not applicable","Not applicable","","","E02004789","E01023005","73","Does not have links"
115884,"850","Hampshire","2056","Fryern Junior School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",7,11,"No boarders","No Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",270,"No Special Classes","21-01-2021","320","145","175","18.8","Not applicable","","Not applicable","","Supported by a federation","The Federation of Fryern Infant and Junior Schools",10070619,"","Not applicable","06-12-2018","11-04-2022","Oakmount Road","Chandler's Ford","","Eastleigh","Hampshire","SO53 2LN","www.fryernfederation.co.uk/","02380254155","Mrs","Angela","Morrow","Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","South East","Eastleigh","Chandler's Ford","Winchester","(England/Wales) Urban city and town","E10000014",444240,120743,"Eastleigh 002","Eastleigh 002B","","","","","Good","South-East England and South London","","100062538341","","Not applicable","Not applicable","","","E02004713","E01022660","60","Does not have links"
115885,"850","Hampshire","2057","Wildground Infant School","Community school","Local authority maintained schools","Open","Not applicable","","Not applicable","","Primary",2,7,"No boarders","Has Nursery Classes","Does not have a sixth form","Mixed","Does not apply","Does not apply","Not applicable","Not applicable",210,"Has Special Classes","21-01-2021","191","113","78","30.8","Not applicable","","Not applicable","","Supported by a federation","The Federation of Wildground Infant and Junior Schools",10080443,"","Not applicable","13-09-2017","22-03-2022","Crete Road","Dibden Purlieu","","Southampton","Hampshire","SO45 4JX","www.wildground.hants.sch.uk/","02380844001","Mrs","Amanda","Mullett","Executive Headteacher","Not applicable","","","","Not applicable","","Not applicable","Not applicable","Not applicable","","","Not applicable","Not applicable","SLCN - Speech, language and Communication","SEMH - Social, Emotional and Mental Health","","","","","","","","","","","","Resourced provision",12,13,"","","South East","New Forest","Butts Ash and Dibden Purlieu","New Forest East","(England/Wales) Urban city and town","E10000014",441738,106191,"New Forest 011","New Forest 011C","","","","","Good","South-East England and South London","","10013637054","","Not applicable","Not applicable","","","E02004789","E01023005","40","Does not have links"
